Injection,Layer,TensorIndex,Bit
1929,conv2d_11,"(2, 0, 31, 6)",19
1930,conv2d_11,"(2, 2, 12, 27)",19
1931,conv2d_11,"(0, 0, 12, 11)",2
1932,conv2d_11,"(0, 0, 2, 14)",25
1933,conv2d_11,"(2, 1, 18, 16)",12
1934,conv2d_11,"(0, 0, 27, 12)",15
1935,conv2d_11,"(2, 0, 17, 0)",1
1936,conv2d_11,"(0, 2, 10, 23)",25
1937,conv2d_11,"(1, 2, 2, 6)",29
1938,conv2d_11,"(2, 1, 18, 10)",24
1939,conv2d_11,"(1, 2, 15, 31)",22
1940,conv2d_11,"(1, 1, 7, 9)",16
1941,conv2d_11,"(0, 1, 16, 31)",2
1942,conv2d_11,"(0, 0, 6, 28)",7
1943,conv2d_11,"(1, 2, 1, 3)",24
1944,conv2d_11,"(1, 2, 14, 4)",8
1945,conv2d_11,"(1, 1, 7, 28)",25
1946,conv2d_11,"(0, 0, 27, 11)",7
1947,conv2d_11,"(2, 0, 28, 16)",9
1948,conv2d_11,"(1, 1, 10, 4)",31
1949,conv2d_11,"(2, 2, 12, 29)",23
1950,conv2d_11,"(1, 1, 10, 16)",5
1951,conv2d_11,"(2, 1, 11, 13)",21
1952,conv2d_11,"(0, 0, 16, 22)",14
1953,conv2d_11,"(1, 0, 15, 5)",8
1954,conv2d_11,"(0, 2, 13, 4)",25
1955,conv2d_11,"(2, 0, 6, 2)",29
1956,conv2d_11,"(2, 1, 1, 5)",21
1957,conv2d_11,"(2, 1, 10, 23)",19
1958,conv2d_11,"(2, 2, 10, 1)",21
1959,conv2d_11,"(2, 0, 6, 25)",17
1960,conv2d_11,"(1, 2, 12, 30)",10
1961,conv2d_11,"(2, 0, 0, 2)",29
1962,conv2d_11,"(2, 1, 20, 3)",21
1963,conv2d_11,"(1, 0, 12, 11)",5
1964,conv2d_11,"(1, 0, 21, 28)",6
1965,conv2d_11,"(0, 1, 2, 15)",0
1966,conv2d_11,"(2, 2, 12, 3)",17
1967,conv2d_11,"(0, 0, 1, 27)",5
1968,conv2d_11,"(2, 1, 9, 10)",14
1969,conv2d_11,"(2, 1, 3, 27)",7
1970,conv2d_11,"(2, 2, 10, 27)",23
1971,conv2d_11,"(1, 0, 29, 20)",28
1972,conv2d_11,"(0, 1, 5, 21)",2
1973,conv2d_11,"(1, 0, 13, 24)",5
1974,conv2d_11,"(0, 2, 0, 16)",30
1975,conv2d_11,"(0, 1, 22, 24)",1
1976,conv2d_11,"(0, 0, 10, 26)",18
1977,conv2d_11,"(0, 1, 20, 10)",18
1978,conv2d_11,"(1, 1, 13, 13)",4
1979,conv2d_11,"(2, 1, 0, 19)",25
1980,conv2d_11,"(1, 0, 5, 7)",8
1981,conv2d_11,"(0, 2, 20, 4)",23
1982,conv2d_11,"(0, 0, 30, 25)",17
1983,conv2d_11,"(0, 1, 4, 19)",11
1984,conv2d_11,"(1, 2, 15, 3)",19
1985,conv2d_11,"(0, 0, 13, 12)",3
1986,conv2d_11,"(2, 1, 30, 5)",26
1987,conv2d_11,"(0, 0, 0, 11)",6
1988,conv2d_11,"(0, 1, 5, 6)",4
1989,conv2d_11,"(1, 0, 7, 23)",20
1990,conv2d_11,"(2, 1, 26, 16)",5
1991,conv2d_11,"(1, 1, 6, 25)",26
1992,conv2d_11,"(2, 2, 24, 11)",8
1993,conv2d_11,"(1, 0, 7, 10)",9
1994,conv2d_11,"(0, 1, 26, 29)",11
1995,conv2d_11,"(1, 0, 17, 18)",10
1996,conv2d_11,"(0, 2, 9, 7)",12
1997,conv2d_11,"(0, 0, 19, 10)",30
1998,conv2d_11,"(1, 0, 13, 26)",23
1999,conv2d_11,"(2, 1, 21, 25)",6
2000,conv2d_11,"(2, 2, 29, 30)",7
2001,conv2d_11,"(2, 0, 3, 20)",10
2002,conv2d_11,"(1, 1, 11, 11)",28
2003,conv2d_11,"(1, 0, 4, 24)",27
2004,conv2d_11,"(0, 2, 24, 18)",18
2005,conv2d_11,"(1, 1, 1, 14)",11
2006,conv2d_11,"(1, 0, 10, 7)",7
2007,conv2d_11,"(2, 1, 0, 12)",28
2008,conv2d_11,"(1, 2, 1, 23)",0
2009,conv2d_11,"(1, 2, 24, 3)",5
2010,conv2d_11,"(1, 0, 17, 7)",29
2011,conv2d_11,"(0, 0, 23, 23)",26
2012,conv2d_11,"(1, 1, 30, 22)",24
2013,conv2d_11,"(1, 0, 0, 3)",1
2014,conv2d_11,"(1, 1, 29, 4)",25
2015,conv2d_11,"(1, 2, 23, 11)",25
2016,conv2d_11,"(1, 2, 20, 25)",17
2017,conv2d_11,"(2, 0, 9, 7)",6
2018,conv2d_11,"(0, 2, 17, 19)",23
2019,conv2d_11,"(0, 2, 31, 27)",17
2020,conv2d_11,"(0, 1, 16, 9)",1
2021,conv2d_11,"(1, 2, 21, 15)",3
2022,conv2d_11,"(2, 1, 13, 22)",3
2023,conv2d_11,"(2, 1, 4, 15)",24
2024,conv2d_11,"(1, 2, 21, 14)",13
2025,conv2d_11,"(1, 2, 10, 11)",4
2026,conv2d_11,"(2, 0, 0, 5)",15
2027,conv2d_11,"(0, 2, 25, 19)",25
2028,conv2d_11,"(1, 2, 29, 19)",10
2029,conv2d_11,"(0, 0, 27, 9)",27
2030,conv2d_11,"(2, 1, 25, 10)",2
2031,conv2d_11,"(0, 2, 10, 16)",24
2032,conv2d_11,"(1, 0, 23, 14)",14
2033,conv2d_11,"(0, 0, 2, 2)",30
2034,conv2d_11,"(0, 2, 0, 23)",23
2035,conv2d_11,"(2, 2, 21, 13)",9
2036,conv2d_11,"(1, 2, 26, 9)",26
2037,conv2d_11,"(2, 1, 2, 7)",11
2038,conv2d_11,"(0, 0, 15, 5)",26
2039,conv2d_11,"(0, 0, 7, 8)",26
2040,conv2d_11,"(2, 1, 13, 20)",29
2041,conv2d_11,"(2, 1, 6, 28)",18
2042,conv2d_11,"(1, 2, 10, 6)",31
2043,conv2d_11,"(2, 0, 21, 17)",6
2044,conv2d_11,"(1, 1, 22, 0)",10
2045,conv2d_11,"(0, 1, 25, 14)",8
2046,conv2d_11,"(0, 0, 24, 8)",3
2047,conv2d_11,"(1, 2, 25, 22)",13
2048,conv2d_11,"(0, 2, 3, 25)",24
2049,conv2d_11,"(1, 1, 16, 10)",14
2050,conv2d_11,"(0, 2, 23, 13)",30
2051,conv2d_11,"(2, 0, 8, 2)",26
2052,conv2d_11,"(0, 2, 12, 21)",27
2053,conv2d_11,"(1, 0, 27, 1)",11
2054,conv2d_11,"(1, 1, 16, 1)",29
2055,conv2d_11,"(2, 1, 1, 15)",9
2056,conv2d_11,"(2, 1, 18, 27)",31
2057,conv2d_11,"(0, 0, 19, 17)",31
2058,conv2d_11,"(0, 0, 8, 26)",8
2059,conv2d_11,"(2, 2, 23, 16)",20
2060,conv2d_11,"(1, 2, 14, 17)",21
2061,conv2d_11,"(1, 0, 15, 12)",19
2062,conv2d_11,"(2, 0, 28, 7)",10
2063,conv2d_11,"(1, 0, 14, 11)",9
2064,conv2d_11,"(2, 1, 5, 10)",20
2065,conv2d_11,"(2, 2, 1, 12)",22
2066,conv2d_11,"(2, 2, 6, 25)",31
2067,conv2d_11,"(1, 0, 19, 4)",25
2068,conv2d_11,"(2, 1, 27, 19)",2
2069,conv2d_11,"(2, 0, 17, 11)",14
2070,conv2d_11,"(2, 1, 19, 5)",24
2071,conv2d_11,"(1, 2, 31, 3)",1
2072,conv2d_11,"(2, 0, 2, 10)",23
2073,conv2d_11,"(0, 1, 19, 6)",23
2074,conv2d_11,"(2, 0, 31, 13)",2
2075,conv2d_11,"(1, 2, 24, 6)",15
2076,conv2d_11,"(0, 2, 1, 22)",24
2077,conv2d_11,"(2, 1, 11, 6)",11
2078,conv2d_11,"(2, 2, 22, 5)",27
2079,conv2d_11,"(0, 2, 5, 21)",8
2080,conv2d_11,"(1, 0, 4, 30)",3
2081,conv2d_12,"(2, 2, 13, 11)",15
2082,conv2d_12,"(1, 0, 2, 12)",11
2083,conv2d_12,"(2, 2, 17, 22)",8
2084,conv2d_12,"(2, 2, 26, 28)",0
2085,conv2d_12,"(0, 0, 12, 12)",9
2086,conv2d_12,"(1, 1, 26, 18)",22
2087,conv2d_12,"(0, 2, 18, 1)",9
2088,conv2d_12,"(0, 1, 16, 21)",27
2089,conv2d_12,"(1, 0, 6, 29)",12
2090,conv2d_12,"(2, 2, 5, 12)",26
2091,conv2d_12,"(2, 1, 12, 15)",27
2092,conv2d_12,"(1, 1, 25, 4)",12
2093,conv2d_12,"(2, 0, 19, 27)",19
2094,conv2d_12,"(1, 1, 30, 10)",15
2095,conv2d_12,"(1, 0, 7, 25)",13
2096,conv2d_12,"(2, 1, 24, 19)",9
2097,conv2d_12,"(2, 0, 31, 27)",26
2098,conv2d_12,"(0, 2, 3, 18)",0
2099,conv2d_12,"(2, 0, 7, 7)",31
2100,conv2d_12,"(2, 2, 9, 9)",13
2101,conv2d_12,"(1, 0, 17, 24)",10
2102,conv2d_12,"(0, 0, 4, 13)",31
2103,conv2d_12,"(1, 0, 18, 25)",15
2104,conv2d_12,"(2, 1, 18, 27)",6
2105,conv2d_12,"(0, 2, 18, 28)",9
2106,conv2d_12,"(1, 0, 28, 19)",1
2107,conv2d_12,"(2, 1, 23, 14)",27
2108,conv2d_12,"(1, 1, 2, 23)",24
2109,conv2d_12,"(0, 1, 0, 13)",3
2110,conv2d_12,"(1, 0, 2, 17)",8
2111,conv2d_12,"(2, 0, 19, 1)",9
2112,conv2d_12,"(1, 1, 1, 20)",11
2113,conv2d_12,"(1, 0, 4, 21)",22
2114,conv2d_12,"(1, 2, 8, 1)",21
2115,conv2d_12,"(1, 1, 31, 13)",26
2116,conv2d_12,"(2, 0, 5, 26)",15
2117,conv2d_12,"(0, 0, 31, 17)",29
2118,conv2d_12,"(1, 1, 9, 0)",15
2119,conv2d_12,"(0, 0, 0, 14)",29
2120,conv2d_12,"(1, 0, 1, 12)",30
2121,conv2d_12,"(0, 2, 21, 11)",13
2122,conv2d_12,"(2, 0, 21, 7)",1
2123,conv2d_12,"(2, 1, 20, 26)",13
2124,conv2d_12,"(2, 0, 8, 13)",0
2125,conv2d_12,"(1, 1, 27, 5)",24
2126,conv2d_12,"(1, 1, 19, 1)",27
2127,conv2d_12,"(1, 0, 3, 11)",9
2128,conv2d_12,"(0, 1, 10, 19)",19
2129,conv2d_12,"(1, 2, 7, 26)",24
2130,conv2d_12,"(2, 0, 7, 21)",21
2131,conv2d_12,"(2, 1, 20, 16)",28
2132,conv2d_12,"(1, 2, 26, 10)",27
2133,conv2d_12,"(1, 2, 30, 19)",17
2134,conv2d_12,"(0, 2, 17, 30)",5
2135,conv2d_12,"(2, 1, 11, 9)",14
2136,conv2d_12,"(1, 0, 23, 20)",28
2137,conv2d_12,"(0, 1, 26, 31)",2
2138,conv2d_12,"(0, 0, 13, 23)",30
2139,conv2d_12,"(1, 2, 0, 21)",8
2140,conv2d_12,"(2, 1, 10, 21)",19
2141,conv2d_12,"(1, 0, 25, 3)",14
2142,conv2d_12,"(2, 0, 17, 4)",27
2143,conv2d_12,"(0, 0, 21, 16)",13
2144,conv2d_12,"(1, 0, 13, 9)",8
2145,conv2d_12,"(1, 1, 1, 3)",2
2146,conv2d_12,"(2, 0, 7, 10)",11
2147,conv2d_12,"(1, 1, 3, 31)",29
2148,conv2d_12,"(1, 0, 16, 14)",18
2149,conv2d_12,"(1, 2, 3, 22)",1
2150,conv2d_12,"(0, 0, 2, 12)",18
2151,conv2d_12,"(2, 1, 18, 28)",13
2152,conv2d_12,"(1, 2, 6, 14)",12
2153,conv2d_12,"(2, 2, 26, 7)",20
2154,conv2d_12,"(1, 2, 20, 8)",29
2155,conv2d_12,"(0, 1, 4, 2)",7
2156,conv2d_12,"(2, 1, 23, 17)",21
2157,conv2d_12,"(0, 0, 25, 14)",18
2158,conv2d_12,"(1, 1, 13, 16)",19
2159,conv2d_12,"(1, 2, 3, 2)",22
2160,conv2d_12,"(1, 0, 26, 16)",8
2161,conv2d_12,"(1, 1, 17, 25)",20
2162,conv2d_12,"(0, 0, 22, 23)",19
2163,conv2d_12,"(2, 2, 2, 28)",23
2164,conv2d_12,"(0, 1, 9, 3)",11
2165,conv2d_12,"(1, 2, 3, 31)",11
2166,conv2d_12,"(2, 1, 7, 5)",30
2167,conv2d_12,"(2, 1, 18, 25)",31
2168,conv2d_12,"(0, 0, 8, 19)",31
2169,conv2d_12,"(1, 1, 31, 12)",16
2170,conv2d_12,"(2, 2, 3, 21)",2
2171,conv2d_12,"(2, 1, 19, 10)",7
2172,conv2d_12,"(1, 0, 11, 19)",20
2173,conv2d_12,"(1, 2, 23, 13)",21
2174,conv2d_12,"(2, 2, 29, 10)",16
2175,conv2d_12,"(1, 2, 7, 0)",16
2176,conv2d_12,"(1, 2, 3, 10)",9
2177,conv2d_12,"(0, 2, 25, 15)",2
2178,conv2d_12,"(0, 1, 3, 2)",3
2179,conv2d_12,"(1, 0, 15, 14)",15
2180,conv2d_12,"(1, 1, 1, 10)",9
2181,conv2d_12,"(2, 1, 4, 1)",20
2182,conv2d_12,"(0, 0, 31, 5)",4
2183,conv2d_12,"(2, 0, 31, 19)",1
2184,conv2d_12,"(0, 0, 21, 15)",23
2185,conv2d_12,"(1, 1, 1, 12)",13
2186,conv2d_12,"(1, 2, 4, 9)",19
2187,conv2d_12,"(0, 2, 2, 17)",20
2188,conv2d_12,"(1, 0, 5, 22)",0
2189,conv2d_12,"(2, 0, 19, 5)",26
2190,conv2d_12,"(2, 0, 30, 19)",17
2191,conv2d_12,"(1, 2, 11, 25)",29
2192,conv2d_12,"(1, 2, 16, 10)",22
2193,conv2d_12,"(1, 1, 31, 24)",1
2194,conv2d_12,"(1, 2, 23, 22)",5
2195,conv2d_12,"(2, 0, 7, 30)",24
2196,conv2d_12,"(0, 1, 22, 6)",4
2197,conv2d_12,"(0, 0, 8, 28)",31
2198,conv2d_12,"(2, 2, 31, 13)",28
2199,conv2d_12,"(1, 0, 6, 11)",17
2200,conv2d_12,"(1, 2, 31, 22)",4
2201,conv2d_12,"(2, 0, 7, 5)",22
2202,conv2d_12,"(2, 1, 6, 3)",13
2203,conv2d_12,"(1, 2, 13, 5)",26
2204,conv2d_12,"(1, 1, 25, 9)",23
2205,conv2d_12,"(2, 1, 23, 26)",2
2206,conv2d_12,"(1, 0, 22, 14)",31
2207,conv2d_12,"(0, 2, 30, 26)",5
2208,conv2d_12,"(1, 1, 31, 18)",25
2209,conv2d_12,"(0, 1, 29, 12)",17
2210,conv2d_12,"(0, 0, 12, 19)",25
2211,conv2d_12,"(2, 2, 19, 27)",5
2212,conv2d_12,"(1, 0, 28, 13)",17
2213,conv2d_12,"(0, 2, 13, 21)",31
2214,conv2d_12,"(2, 0, 16, 21)",17
2215,conv2d_12,"(2, 0, 27, 10)",10
2216,conv2d_12,"(1, 0, 5, 19)",22
2217,conv2d_12,"(1, 0, 17, 29)",8
2218,conv2d_12,"(2, 1, 27, 4)",14
2219,conv2d_12,"(1, 1, 8, 21)",1
2220,conv2d_12,"(1, 1, 3, 4)",28
2221,conv2d_12,"(0, 2, 9, 0)",1
2222,conv2d_12,"(0, 2, 13, 2)",31
2223,conv2d_12,"(1, 2, 4, 13)",7
2224,conv2d_12,"(0, 1, 26, 3)",3
2225,conv2d_12,"(2, 0, 11, 12)",5
2226,conv2d_12,"(1, 0, 18, 21)",21
2227,conv2d_12,"(0, 2, 5, 26)",22
2228,conv2d_12,"(2, 0, 15, 21)",22
2229,conv2d_12,"(2, 1, 12, 0)",17
2230,conv2d_12,"(1, 2, 31, 27)",21
2231,conv2d_12,"(1, 0, 1, 23)",13
2232,conv2d_12,"(0, 0, 14, 25)",17
2233,conv2d_12,"(0, 0, 17, 3)",6
2234,conv2d_12,"(2, 0, 23, 14)",30
2235,conv2d_12,"(1, 0, 5, 29)",2
2236,conv2d_12,"(0, 0, 5, 13)",31
2237,conv2d_12,"(1, 2, 17, 9)",27
2238,conv2d_12,"(1, 2, 23, 23)",20
2239,conv2d_12,"(2, 0, 3, 21)",31
2240,conv2d_12,"(0, 2, 14, 2)",28
2241,conv2d_12,"(1, 2, 4, 24)",27
2242,conv2d_12,"(0, 0, 3, 21)",12
2243,conv2d_12,"(1, 1, 17, 13)",20
2244,conv2d_12,"(2, 0, 18, 10)",16
2245,conv2d_12,"(0, 0, 9, 1)",27
2246,conv2d_12,"(0, 2, 14, 18)",2
2247,conv2d_12,"(1, 1, 18, 3)",26
2248,conv2d_12,"(1, 1, 6, 22)",23
2249,conv2d_12,"(1, 0, 6, 8)",18
2250,conv2d_12,"(2, 0, 19, 8)",5
2251,conv2d_12,"(2, 1, 14, 15)",31
2252,conv2d_12,"(0, 2, 8, 23)",29
2253,conv2d_12,"(1, 1, 31, 19)",12
2254,conv2d_12,"(1, 0, 2, 6)",15
2255,conv2d_12,"(0, 2, 1, 24)",7
2256,conv2d_12,"(1, 2, 17, 19)",10
2257,conv2d_12,"(2, 1, 5, 8)",4
2258,conv2d_12,"(0, 2, 29, 9)",3
2259,conv2d_12,"(1, 1, 8, 31)",2
2260,conv2d_12,"(1, 2, 16, 5)",24
2261,conv2d_12,"(0, 1, 14, 13)",21
2262,conv2d_12,"(0, 0, 20, 12)",7
2263,conv2d_12,"(1, 0, 26, 12)",18
2264,conv2d_12,"(2, 1, 20, 1)",28
2265,conv2d_12,"(1, 0, 3, 25)",23
2266,conv2d_12,"(2, 1, 16, 4)",13
2267,conv2d_12,"(2, 2, 5, 13)",26
2268,conv2d_12,"(2, 2, 23, 22)",31
2269,conv2d_12,"(1, 1, 14, 14)",0
2270,conv2d_12,"(2, 2, 21, 28)",6
2271,conv2d_12,"(0, 1, 14, 0)",31
2272,conv2d_12,"(2, 2, 6, 25)",10
2273,conv2d_12,"(0, 0, 6, 14)",2
2274,conv2d_12,"(1, 1, 10, 23)",29
2275,conv2d_12,"(0, 2, 18, 16)",5
2276,conv2d_12,"(0, 1, 25, 6)",15
2277,conv2d_12,"(2, 0, 16, 25)",20
2278,conv2d_12,"(2, 2, 28, 13)",21
2279,conv2d_12,"(2, 1, 10, 11)",15
2280,conv2d_12,"(0, 0, 21, 20)",20
2281,conv2d_12,"(0, 1, 6, 15)",18
2282,conv2d_12,"(0, 2, 13, 1)",15
2283,conv2d_12,"(1, 0, 6, 16)",22
2284,conv2d_12,"(1, 2, 21, 11)",7
2285,conv2d_12,"(0, 2, 20, 27)",3
2286,conv2d_12,"(0, 0, 19, 8)",28
2287,conv2d_12,"(2, 1, 11, 23)",17
2288,conv2d_12,"(2, 0, 8, 9)",21
2289,conv2d_12,"(1, 1, 2, 8)",5
2290,conv2d_12,"(2, 1, 12, 16)",20
2291,conv2d_12,"(1, 2, 4, 6)",15
2292,conv2d_12,"(1, 2, 22, 2)",23
2293,conv2d_12,"(0, 1, 26, 21)",22
2294,conv2d_12,"(0, 1, 23, 8)",3
2295,conv2d_12,"(0, 0, 3, 22)",16
2296,conv2d_12,"(1, 2, 10, 5)",16
2297,conv2d_12,"(1, 0, 16, 0)",6
2298,conv2d_12,"(1, 0, 10, 2)",2
2299,conv2d_12,"(2, 1, 31, 6)",29
2300,conv2d_12,"(1, 0, 16, 27)",4
2301,conv2d_12,"(1, 0, 27, 20)",21
2302,conv2d_12,"(0, 2, 3, 27)",6
2303,conv2d_12,"(2, 2, 0, 31)",24
2304,conv2d_12,"(1, 2, 9, 27)",30
2305,conv2d_12,"(2, 2, 11, 26)",27
2306,conv2d_12,"(0, 2, 30, 12)",18
2307,conv2d_12,"(2, 2, 10, 31)",24
2308,conv2d_12,"(1, 0, 26, 27)",6
2309,conv2d_12,"(1, 2, 13, 9)",24
2310,conv2d_12,"(1, 0, 19, 27)",28
2311,conv2d_12,"(2, 1, 29, 4)",26
2312,conv2d_12,"(0, 1, 19, 15)",27
2313,conv2d_12,"(0, 1, 29, 6)",7
2314,conv2d_12,"(2, 2, 3, 9)",29
2315,conv2d_12,"(0, 1, 0, 9)",26
2316,conv2d_12,"(2, 2, 15, 6)",15
2317,conv2d_12,"(2, 0, 6, 13)",19
2318,conv2d_12,"(2, 1, 13, 30)",8
2319,conv2d_12,"(0, 2, 31, 25)",30
2320,conv2d_12,"(2, 0, 14, 18)",1
2321,conv2d_12,"(0, 2, 15, 5)",30
2322,conv2d_12,"(1, 1, 3, 22)",14
2323,conv2d_12,"(1, 0, 31, 14)",17
2324,conv2d_12,"(1, 2, 7, 16)",5
2325,conv2d_12,"(2, 2, 13, 27)",13
2326,conv2d_12,"(1, 1, 4, 4)",8
2327,conv2d_12,"(1, 1, 22, 26)",6
2328,conv2d_12,"(1, 0, 3, 22)",1
2329,conv2d_12,"(0, 1, 12, 24)",7
2330,conv2d_12,"(1, 2, 21, 0)",17
2331,conv2d_12,"(1, 0, 27, 0)",14
2332,conv2d_12,"(1, 0, 9, 26)",2
2333,conv2d_12,"(1, 1, 16, 28)",6
2334,conv2d_12,"(2, 1, 27, 13)",31
2335,conv2d_12,"(2, 2, 31, 10)",9
2336,conv2d_12,"(1, 1, 6, 5)",17
2337,conv2d_12,"(0, 0, 4, 11)",18
2338,conv2d_12,"(1, 1, 2, 4)",26
2339,conv2d_12,"(0, 0, 19, 19)",3
2340,conv2d_12,"(0, 2, 4, 19)",24
2341,conv2d_12,"(2, 0, 9, 15)",23
2342,conv2d_12,"(1, 0, 8, 22)",31
2343,conv2d_12,"(2, 1, 30, 12)",4
2344,conv2d_12,"(1, 0, 16, 20)",14
2345,conv2d_12,"(1, 2, 27, 25)",10
2346,conv2d_12,"(2, 1, 6, 23)",27
2347,conv2d_12,"(2, 0, 12, 20)",26
2348,conv2d_12,"(0, 2, 21, 3)",30
2349,conv2d_12,"(1, 1, 18, 6)",5
2350,conv2d_12,"(0, 1, 28, 26)",13
2351,conv2d_12,"(0, 1, 23, 11)",21
2352,conv2d_12,"(0, 1, 21, 29)",27
2353,conv2d_12,"(0, 1, 18, 28)",14
2354,conv2d_12,"(0, 1, 4, 10)",31
2355,conv2d_12,"(1, 1, 25, 13)",26
2356,conv2d_12,"(1, 0, 0, 6)",31
2357,conv2d_12,"(2, 0, 10, 16)",7
2358,conv2d_12,"(0, 2, 5, 3)",22
2359,conv2d_12,"(2, 2, 7, 10)",18
2360,conv2d_12,"(1, 0, 25, 6)",28
2361,conv2d_12,"(2, 1, 11, 26)",10
2362,conv2d_12,"(0, 0, 6, 18)",7
2363,conv2d_12,"(0, 0, 17, 27)",20
2364,conv2d_12,"(2, 0, 13, 22)",19
2365,conv2d_12,"(1, 0, 4, 24)",11
2366,conv2d_12,"(2, 0, 11, 0)",23
2367,conv2d_12,"(2, 0, 8, 11)",27
2368,conv2d_12,"(2, 0, 2, 26)",21
2369,conv2d_12,"(2, 2, 5, 5)",13
2370,conv2d_12,"(2, 0, 31, 10)",11
2371,conv2d_12,"(2, 0, 12, 21)",9
2372,conv2d_12,"(1, 1, 26, 26)",2
2373,conv2d_12,"(1, 1, 3, 6)",3
2374,conv2d_12,"(0, 2, 4, 9)",7
2375,conv2d_12,"(2, 1, 6, 30)",0
2376,conv2d_12,"(1, 1, 0, 0)",18
2377,conv2d_12,"(2, 0, 0, 28)",4
2378,conv2d_12,"(1, 2, 18, 1)",20
2379,conv2d_12,"(2, 2, 31, 20)",8
2380,conv2d_12,"(0, 2, 26, 21)",25
2381,conv2d_12,"(0, 1, 23, 14)",26
2382,conv2d_12,"(0, 0, 7, 26)",5
2383,conv2d_12,"(2, 2, 15, 22)",8
2384,conv2d_12,"(2, 0, 17, 3)",1
2385,conv2d_12,"(0, 0, 10, 2)",23
2386,conv2d_12,"(0, 0, 22, 19)",24
2387,conv2d_12,"(1, 2, 29, 16)",8
2388,conv2d_12,"(2, 0, 25, 24)",23
2389,conv2d_12,"(2, 2, 14, 2)",29
2390,conv2d_12,"(1, 0, 4, 15)",5
2391,conv2d_12,"(1, 1, 7, 25)",2
2392,conv2d_12,"(2, 1, 19, 26)",9
2393,conv2d_12,"(1, 2, 14, 16)",1
2394,conv2d_12,"(2, 1, 31, 14)",18
2395,conv2d_12,"(0, 1, 24, 8)",8
2396,conv2d_12,"(2, 2, 1, 6)",17
2397,conv2d_12,"(1, 0, 0, 20)",22
2398,conv2d_12,"(0, 0, 11, 17)",13
2399,conv2d_12,"(0, 2, 10, 18)",14
2400,conv2d_12,"(0, 0, 29, 0)",17
2401,conv2d_12,"(1, 1, 12, 27)",17
2402,conv2d_12,"(1, 0, 0, 8)",14
2403,conv2d_12,"(2, 1, 21, 9)",3
2404,conv2d_12,"(2, 1, 23, 10)",8
2405,conv2d_12,"(2, 1, 7, 16)",6
2406,conv2d_12,"(0, 2, 4, 2)",20
2407,conv2d_12,"(1, 1, 18, 5)",3
2408,conv2d_12,"(2, 0, 1, 30)",0
2409,conv2d_12,"(2, 2, 7, 23)",20
2410,conv2d_12,"(1, 0, 15, 5)",14
2411,conv2d_12,"(1, 0, 11, 28)",11
2412,conv2d_12,"(1, 0, 0, 27)",21
2413,conv2d_12,"(2, 1, 2, 12)",5
2414,conv2d_12,"(1, 1, 14, 6)",3
2415,conv2d_12,"(1, 2, 18, 28)",17
2416,conv2d_12,"(1, 2, 4, 26)",29
2417,conv2d_12,"(2, 0, 22, 3)",11
2418,conv2d_12,"(2, 2, 3, 0)",1
2419,conv2d_12,"(1, 2, 31, 30)",1
2420,conv2d_12,"(1, 0, 12, 24)",24
2421,conv2d_12,"(1, 0, 5, 12)",8
2422,conv2d_12,"(2, 2, 1, 25)",12
2423,conv2d_12,"(2, 2, 5, 30)",29
2424,conv2d_12,"(0, 2, 2, 24)",3
2425,conv2d_13,"(2, 2, 14, 33)",14
2426,conv2d_13,"(1, 2, 17, 57)",26
2427,conv2d_13,"(0, 2, 19, 16)",13
2428,conv2d_13,"(0, 2, 3, 10)",26
2429,conv2d_13,"(1, 1, 17, 46)",25
2430,conv2d_13,"(0, 1, 21, 41)",17
2431,conv2d_13,"(0, 0, 1, 39)",20
2432,conv2d_13,"(0, 1, 0, 14)",6
2433,conv2d_13,"(1, 0, 4, 19)",10
2434,conv2d_13,"(0, 2, 1, 32)",9
2435,conv2d_13,"(1, 2, 27, 41)",26
2436,conv2d_13,"(2, 1, 16, 12)",25
2437,conv2d_13,"(0, 1, 3, 42)",4
2438,conv2d_13,"(2, 1, 9, 59)",2
2439,conv2d_13,"(0, 2, 1, 1)",19
2440,conv2d_13,"(1, 2, 17, 18)",11
2441,conv2d_13,"(0, 0, 12, 10)",11
2442,conv2d_13,"(0, 2, 28, 29)",11
2443,conv2d_13,"(0, 0, 5, 30)",7
2444,conv2d_13,"(1, 0, 19, 36)",28
2445,conv2d_13,"(1, 1, 13, 13)",24
2446,conv2d_13,"(2, 1, 26, 0)",18
2447,conv2d_13,"(1, 1, 14, 32)",2
2448,conv2d_13,"(0, 1, 21, 60)",15
2449,conv2d_13,"(1, 1, 15, 59)",6
2450,conv2d_13,"(1, 2, 27, 27)",9
2451,conv2d_13,"(1, 1, 4, 49)",27
2452,conv2d_13,"(2, 1, 4, 25)",21
2453,conv2d_13,"(0, 1, 16, 54)",22
2454,conv2d_13,"(2, 0, 15, 27)",29
2455,conv2d_13,"(2, 0, 15, 35)",27
2456,conv2d_13,"(2, 2, 25, 22)",29
2457,conv2d_13,"(0, 2, 23, 42)",4
2458,conv2d_13,"(1, 0, 19, 63)",14
2459,conv2d_13,"(2, 0, 22, 13)",22
2460,conv2d_13,"(1, 2, 10, 21)",24
2461,conv2d_13,"(2, 1, 15, 34)",21
2462,conv2d_13,"(1, 0, 10, 30)",0
2463,conv2d_13,"(2, 1, 20, 26)",3
2464,conv2d_13,"(1, 2, 30, 44)",25
2465,conv2d_13,"(1, 1, 9, 61)",28
