Injection,Layer,TensorIndex,Bit
2960,conv2d_13,"(1, 1, 23, 38)",26
2961,conv2d_13,"(1, 2, 23, 47)",10
2962,conv2d_13,"(1, 2, 21, 29)",19
2963,conv2d_13,"(1, 1, 15, 36)",17
2964,conv2d_13,"(0, 1, 10, 40)",5
2965,conv2d_13,"(0, 1, 11, 62)",19
2966,conv2d_13,"(0, 1, 20, 53)",24
2967,conv2d_13,"(2, 2, 12, 16)",22
2968,conv2d_13,"(1, 2, 18, 56)",7
2969,conv2d_13,"(2, 0, 2, 49)",31
2970,conv2d_13,"(2, 0, 21, 18)",2
2971,conv2d_13,"(0, 2, 22, 57)",28
2972,conv2d_13,"(1, 0, 15, 21)",16
2973,conv2d_13,"(1, 0, 5, 6)",9
2974,conv2d_13,"(2, 1, 29, 51)",10
2975,conv2d_13,"(1, 1, 3, 39)",8
2976,conv2d_13,"(2, 1, 9, 37)",5
2977,conv2d_13,"(2, 1, 25, 14)",22
2978,conv2d_13,"(2, 2, 21, 18)",14
2979,conv2d_13,"(0, 0, 19, 57)",0
2980,conv2d_13,"(1, 0, 16, 14)",27
2981,conv2d_13,"(2, 2, 2, 10)",17
2982,conv2d_13,"(2, 2, 6, 62)",21
2983,conv2d_13,"(1, 0, 22, 37)",6
2984,conv2d_13,"(0, 0, 2, 28)",7
2985,conv2d_13,"(0, 2, 17, 7)",8
2986,conv2d_13,"(0, 0, 2, 63)",27
2987,conv2d_13,"(0, 2, 18, 1)",13
2988,conv2d_13,"(0, 1, 24, 14)",20
2989,conv2d_13,"(0, 1, 14, 32)",31
2990,conv2d_13,"(2, 2, 26, 12)",8
2991,conv2d_13,"(0, 2, 26, 35)",31
2992,conv2d_13,"(0, 0, 31, 40)",20
2993,conv2d_13,"(1, 1, 3, 36)",26
2994,conv2d_13,"(2, 1, 24, 3)",16
2995,conv2d_13,"(0, 2, 28, 28)",1
2996,conv2d_13,"(2, 0, 4, 43)",28
2997,conv2d_13,"(0, 1, 21, 22)",14
2998,conv2d_13,"(2, 2, 22, 49)",25
2999,conv2d_13,"(1, 0, 31, 3)",16
3000,conv2d_13,"(0, 2, 17, 29)",7
3001,conv2d_13,"(0, 1, 15, 30)",17
3002,conv2d_13,"(0, 0, 14, 4)",27
3003,conv2d_13,"(2, 0, 23, 22)",17
3004,conv2d_13,"(0, 2, 31, 2)",21
3005,conv2d_13,"(2, 0, 7, 54)",26
3006,conv2d_13,"(2, 0, 11, 6)",28
3007,conv2d_13,"(0, 1, 3, 13)",23
3008,conv2d_13,"(1, 1, 31, 8)",5
3009,conv2d_13,"(1, 1, 25, 57)",29
3010,conv2d_13,"(2, 2, 26, 33)",26
3011,conv2d_13,"(2, 0, 25, 24)",18
3012,conv2d_13,"(2, 2, 9, 43)",9
3013,conv2d_13,"(1, 2, 18, 38)",3
3014,conv2d_13,"(2, 1, 7, 60)",20
3015,conv2d_13,"(0, 1, 3, 18)",17
3016,conv2d_13,"(2, 2, 31, 56)",30
3017,conv2d_13,"(1, 0, 6, 53)",5
3018,conv2d_13,"(1, 1, 0, 6)",28
3019,conv2d_13,"(0, 2, 9, 15)",30
3020,conv2d_13,"(2, 1, 19, 19)",19
3021,conv2d_13,"(2, 2, 11, 42)",7
3022,conv2d_13,"(1, 0, 21, 41)",6
3023,conv2d_13,"(0, 0, 7, 32)",18
3024,conv2d_13,"(0, 2, 0, 36)",20
3025,conv2d_13,"(0, 1, 0, 23)",19
3026,conv2d_13,"(1, 1, 31, 28)",2
3027,conv2d_13,"(1, 1, 7, 59)",24
3028,conv2d_13,"(0, 2, 12, 6)",31
3029,conv2d_13,"(0, 1, 17, 22)",6
3030,conv2d_13,"(1, 2, 11, 0)",9
3031,conv2d_13,"(2, 1, 5, 13)",8
3032,conv2d_13,"(0, 2, 8, 57)",31
3033,conv2d_13,"(0, 1, 13, 21)",0
3034,conv2d_13,"(1, 2, 15, 16)",25
3035,conv2d_13,"(1, 2, 19, 49)",8
3036,conv2d_13,"(1, 2, 1, 5)",9
3037,conv2d_13,"(0, 0, 15, 60)",8
3038,conv2d_13,"(1, 1, 21, 20)",25
3039,conv2d_13,"(1, 1, 20, 31)",28
3040,conv2d_13,"(0, 2, 14, 40)",13
3041,conv2d_13,"(2, 1, 15, 28)",30
3042,conv2d_13,"(2, 2, 29, 46)",26
3043,conv2d_13,"(1, 0, 15, 23)",24
3044,conv2d_13,"(0, 2, 18, 46)",14
3045,conv2d_13,"(0, 1, 20, 7)",27
3046,conv2d_13,"(2, 0, 30, 29)",8
3047,conv2d_13,"(2, 0, 18, 4)",25
3048,conv2d_13,"(2, 0, 22, 51)",19
3049,conv2d_13,"(0, 1, 31, 47)",14
3050,conv2d_13,"(2, 2, 14, 22)",3
3051,conv2d_13,"(0, 0, 22, 60)",21
3052,conv2d_13,"(1, 0, 31, 34)",29
3053,conv2d_13,"(2, 0, 3, 14)",11
3054,conv2d_13,"(2, 2, 8, 32)",9
3055,conv2d_13,"(0, 2, 3, 20)",29
3056,conv2d_13,"(0, 1, 21, 7)",19
3057,conv2d_13,"(1, 0, 0, 8)",8
3058,conv2d_13,"(1, 0, 27, 39)",4
3059,conv2d_13,"(2, 1, 22, 6)",21
3060,conv2d_13,"(1, 1, 24, 30)",6
3061,conv2d_13,"(0, 0, 15, 34)",8
3062,conv2d_13,"(2, 1, 20, 31)",19
3063,conv2d_13,"(1, 1, 30, 34)",22
3064,conv2d_13,"(2, 0, 4, 62)",0
3065,conv2d_13,"(0, 2, 2, 21)",16
3066,conv2d_13,"(2, 1, 29, 34)",9
3067,conv2d_13,"(0, 2, 6, 11)",16
3068,conv2d_13,"(0, 0, 22, 14)",28
3069,conv2d_13,"(2, 0, 31, 20)",26
3070,conv2d_13,"(2, 0, 14, 52)",20
3071,conv2d_13,"(2, 2, 4, 30)",2
3072,conv2d_13,"(2, 0, 17, 31)",17
3073,conv2d_13,"(2, 1, 9, 48)",11
3074,conv2d_13,"(1, 2, 15, 37)",6
3075,conv2d_13,"(1, 2, 11, 28)",3
3076,conv2d_13,"(2, 1, 31, 62)",3
3077,conv2d_13,"(0, 2, 16, 32)",14
3078,conv2d_13,"(1, 2, 12, 31)",17
3079,conv2d_13,"(1, 0, 19, 21)",16
3080,conv2d_13,"(0, 2, 30, 39)",22
3081,conv2d_13,"(0, 1, 8, 8)",18
3082,conv2d_13,"(2, 2, 17, 33)",7
3083,conv2d_13,"(1, 2, 22, 17)",4
3084,conv2d_13,"(1, 2, 25, 7)",7
3085,conv2d_13,"(0, 1, 16, 23)",14
3086,conv2d_13,"(2, 0, 14, 23)",22
3087,conv2d_13,"(1, 1, 31, 9)",23
3088,conv2d_13,"(2, 0, 25, 57)",13
3089,conv2d_13,"(2, 0, 25, 35)",30
3090,conv2d_13,"(0, 1, 13, 13)",3
3091,conv2d_13,"(0, 2, 24, 10)",11
3092,conv2d_13,"(0, 0, 9, 56)",26
3093,conv2d_13,"(1, 1, 9, 44)",15
3094,conv2d_13,"(1, 2, 15, 44)",16
3095,conv2d_13,"(2, 2, 26, 55)",0
3096,conv2d_13,"(1, 0, 4, 1)",9
3097,conv2d_13,"(2, 1, 31, 20)",2
3098,conv2d_13,"(2, 0, 29, 35)",19
3099,conv2d_13,"(0, 2, 21, 15)",21
3100,conv2d_13,"(0, 1, 30, 61)",16
3101,conv2d_13,"(2, 2, 22, 7)",5
3102,conv2d_13,"(1, 2, 23, 35)",31
3103,conv2d_13,"(2, 2, 12, 19)",5
3104,conv2d_13,"(1, 0, 27, 24)",25
3105,conv2d_13,"(2, 2, 7, 39)",27
3106,conv2d_13,"(1, 1, 30, 51)",14
3107,conv2d_13,"(1, 2, 5, 27)",1
3108,conv2d_13,"(2, 1, 17, 35)",15
3109,conv2d_13,"(2, 1, 10, 63)",16
3110,conv2d_13,"(2, 1, 24, 63)",0
3111,conv2d_13,"(0, 2, 6, 20)",4
3112,conv2d_14,"(2, 2, 57, 5)",8
3113,conv2d_14,"(2, 1, 42, 58)",26
3114,conv2d_14,"(0, 0, 21, 10)",12
3115,conv2d_14,"(0, 2, 5, 60)",5
3116,conv2d_14,"(1, 2, 13, 23)",18
3117,conv2d_14,"(2, 2, 6, 18)",30
3118,conv2d_14,"(0, 0, 5, 13)",29
3119,conv2d_14,"(2, 2, 41, 18)",2
3120,conv2d_14,"(1, 0, 54, 50)",24
3121,conv2d_14,"(1, 0, 39, 33)",11
3122,conv2d_14,"(2, 0, 50, 63)",30
3123,conv2d_14,"(2, 0, 61, 57)",25
3124,conv2d_14,"(2, 2, 30, 50)",7
3125,conv2d_14,"(2, 1, 32, 38)",0
3126,conv2d_14,"(1, 0, 11, 5)",14
3127,conv2d_14,"(0, 1, 9, 7)",21
3128,conv2d_14,"(2, 1, 13, 1)",13
3129,conv2d_14,"(2, 2, 39, 46)",11
3130,conv2d_14,"(1, 1, 58, 11)",11
3131,conv2d_14,"(1, 2, 22, 7)",13
3132,conv2d_14,"(1, 2, 13, 44)",16
3133,conv2d_14,"(2, 0, 46, 8)",21
3134,conv2d_14,"(2, 0, 25, 46)",12
3135,conv2d_14,"(2, 2, 45, 22)",16
3136,conv2d_14,"(0, 1, 8, 30)",17
3137,conv2d_14,"(1, 1, 62, 6)",10
3138,conv2d_14,"(2, 1, 45, 44)",18
3139,conv2d_14,"(2, 0, 38, 53)",15
3140,conv2d_14,"(0, 0, 25, 26)",19
3141,conv2d_14,"(1, 2, 29, 17)",12
3142,conv2d_14,"(1, 1, 59, 50)",22
3143,conv2d_14,"(1, 1, 25, 31)",10
3144,conv2d_14,"(2, 1, 5, 46)",29
3145,conv2d_14,"(1, 2, 16, 55)",25
3146,conv2d_14,"(2, 0, 44, 20)",5
3147,conv2d_14,"(2, 2, 44, 20)",14
3148,conv2d_14,"(2, 0, 39, 56)",20
3149,conv2d_14,"(1, 2, 42, 1)",26
3150,conv2d_14,"(0, 0, 29, 61)",12
3151,conv2d_14,"(1, 2, 49, 27)",11
3152,conv2d_14,"(0, 2, 38, 42)",17
3153,conv2d_14,"(1, 2, 21, 48)",24
3154,conv2d_14,"(1, 1, 43, 18)",9
3155,conv2d_14,"(2, 2, 30, 2)",15
3156,conv2d_14,"(1, 2, 59, 54)",30
3157,conv2d_14,"(0, 0, 27, 43)",13
3158,conv2d_14,"(0, 0, 10, 54)",22
3159,conv2d_14,"(0, 0, 48, 12)",0
3160,conv2d_14,"(0, 1, 2, 13)",30
3161,conv2d_14,"(1, 0, 58, 29)",3
3162,conv2d_14,"(2, 1, 6, 34)",8
3163,conv2d_14,"(2, 2, 15, 37)",27
3164,conv2d_14,"(1, 2, 54, 56)",20
3165,conv2d_14,"(0, 1, 8, 57)",8
3166,conv2d_14,"(1, 2, 37, 54)",29
3167,conv2d_14,"(1, 0, 49, 12)",12
3168,conv2d_14,"(1, 1, 29, 33)",10
3169,conv2d_14,"(2, 0, 53, 5)",20
3170,conv2d_14,"(2, 1, 11, 63)",12
3171,conv2d_14,"(0, 0, 10, 2)",11
3172,conv2d_14,"(2, 0, 34, 45)",30
3173,conv2d_14,"(0, 0, 21, 5)",0
3174,conv2d_14,"(2, 2, 11, 3)",21
3175,conv2d_14,"(0, 1, 28, 54)",21
3176,conv2d_14,"(0, 1, 39, 19)",30
3177,conv2d_14,"(2, 2, 60, 39)",26
3178,conv2d_14,"(0, 1, 23, 20)",1
3179,conv2d_14,"(0, 2, 47, 14)",5
3180,conv2d_14,"(1, 1, 21, 24)",16
3181,conv2d_14,"(0, 1, 32, 57)",13
3182,conv2d_14,"(0, 0, 32, 17)",18
3183,conv2d_14,"(2, 1, 10, 60)",20
3184,conv2d_14,"(2, 1, 9, 53)",21
3185,conv2d_14,"(0, 2, 17, 19)",14
3186,conv2d_14,"(2, 0, 31, 53)",14
3187,conv2d_14,"(1, 2, 49, 35)",14
3188,conv2d_14,"(0, 1, 34, 36)",18
3189,conv2d_14,"(0, 1, 3, 61)",26
3190,conv2d_14,"(2, 1, 23, 23)",20
3191,conv2d_14,"(1, 2, 36, 9)",11
3192,conv2d_14,"(0, 2, 20, 32)",3
3193,conv2d_14,"(1, 0, 53, 37)",12
3194,conv2d_14,"(0, 2, 37, 31)",15
3195,conv2d_14,"(2, 1, 55, 38)",1
3196,conv2d_14,"(1, 2, 36, 60)",0
3197,conv2d_14,"(2, 1, 63, 46)",25
3198,conv2d_14,"(1, 1, 10, 58)",18
3199,conv2d_14,"(0, 0, 56, 22)",26
3200,conv2d_14,"(1, 0, 19, 23)",11
3201,conv2d_14,"(0, 2, 24, 1)",11
3202,conv2d_14,"(2, 2, 33, 8)",11
3203,conv2d_14,"(0, 2, 36, 45)",5
3204,conv2d_14,"(0, 0, 62, 62)",25
3205,conv2d_14,"(2, 1, 49, 59)",7
3206,conv2d_14,"(0, 2, 0, 60)",14
3207,conv2d_14,"(2, 0, 38, 43)",26
3208,conv2d_14,"(0, 1, 33, 52)",3
3209,conv2d_14,"(2, 0, 16, 56)",16
3210,conv2d_14,"(1, 1, 41, 29)",6
3211,conv2d_14,"(2, 1, 29, 4)",9
3212,conv2d_14,"(2, 1, 45, 55)",19
3213,conv2d_14,"(1, 1, 29, 25)",1
3214,conv2d_14,"(1, 1, 54, 29)",22
3215,conv2d_14,"(2, 2, 14, 52)",19
3216,conv2d_14,"(1, 0, 43, 62)",27
3217,conv2d_14,"(2, 1, 12, 24)",23
3218,conv2d_14,"(0, 0, 43, 54)",27
3219,conv2d_14,"(1, 2, 42, 30)",27
3220,conv2d_14,"(1, 0, 0, 52)",20
3221,conv2d_14,"(0, 0, 40, 51)",3
3222,conv2d_14,"(2, 2, 23, 58)",11
3223,conv2d_14,"(1, 0, 20, 6)",28
3224,conv2d_14,"(2, 2, 55, 25)",9
3225,conv2d_14,"(1, 1, 51, 15)",7
3226,conv2d_14,"(0, 2, 18, 26)",27
3227,conv2d_14,"(0, 0, 47, 7)",11
3228,conv2d_14,"(1, 1, 26, 54)",5
3229,conv2d_14,"(1, 0, 29, 25)",24
3230,conv2d_14,"(0, 2, 34, 51)",14
3231,conv2d_14,"(2, 1, 14, 54)",11
3232,conv2d_14,"(0, 0, 18, 25)",25
3233,conv2d_14,"(0, 1, 18, 5)",10
3234,conv2d_14,"(1, 1, 13, 50)",21
3235,conv2d_14,"(1, 2, 33, 60)",31
3236,conv2d_14,"(1, 1, 43, 25)",2
3237,conv2d_14,"(1, 0, 13, 17)",10
3238,conv2d_14,"(0, 2, 51, 16)",7
3239,conv2d_14,"(2, 0, 25, 9)",18
3240,conv2d_14,"(0, 0, 9, 53)",16
3241,conv2d_14,"(0, 2, 45, 43)",7
3242,conv2d_14,"(1, 0, 40, 41)",15
3243,conv2d_14,"(0, 0, 51, 50)",22
3244,conv2d_14,"(0, 0, 6, 16)",16
3245,conv2d_14,"(2, 1, 35, 37)",2
3246,conv2d_14,"(0, 1, 48, 58)",14
3247,conv2d_14,"(2, 1, 2, 23)",3
3248,conv2d_14,"(0, 1, 5, 10)",20
3249,conv2d_14,"(1, 1, 38, 43)",3
3250,conv2d_14,"(1, 1, 55, 34)",14
3251,conv2d_14,"(0, 0, 9, 60)",21
3252,conv2d_14,"(2, 1, 43, 19)",2
3253,conv2d_14,"(1, 2, 15, 38)",30
3254,conv2d_14,"(1, 0, 32, 57)",9
3255,conv2d_14,"(2, 2, 29, 5)",24
3256,conv2d_14,"(2, 2, 7, 56)",26
3257,conv2d_14,"(0, 1, 56, 33)",28
3258,conv2d_14,"(0, 1, 8, 22)",3
3259,conv2d_14,"(0, 2, 42, 60)",17
3260,conv2d_14,"(0, 1, 32, 8)",13
3261,conv2d_14,"(1, 0, 2, 7)",12
3262,conv2d_14,"(2, 2, 55, 32)",13
3263,conv2d_14,"(1, 2, 43, 17)",6
3264,conv2d_14,"(1, 1, 10, 13)",18
3265,conv2d_14,"(0, 0, 23, 8)",8
3266,conv2d_14,"(0, 1, 51, 40)",11
3267,conv2d_14,"(1, 2, 19, 42)",8
3268,conv2d_14,"(2, 1, 55, 37)",15
3269,conv2d_14,"(2, 1, 21, 4)",19
3270,conv2d_14,"(0, 0, 62, 40)",1
3271,conv2d_14,"(2, 1, 51, 11)",1
3272,conv2d_14,"(0, 0, 52, 22)",24
3273,conv2d_14,"(0, 2, 18, 17)",23
3274,conv2d_14,"(2, 2, 46, 63)",1
3275,conv2d_14,"(2, 0, 28, 5)",20
3276,conv2d_14,"(1, 1, 49, 4)",4
3277,conv2d_14,"(1, 0, 23, 21)",20
3278,conv2d_14,"(1, 0, 32, 30)",29
3279,conv2d_14,"(0, 1, 29, 45)",22
3280,conv2d_14,"(1, 1, 53, 41)",12
3281,conv2d_14,"(1, 1, 26, 7)",9
3282,conv2d_14,"(0, 0, 47, 32)",19
3283,conv2d_14,"(1, 1, 25, 25)",19
3284,conv2d_14,"(2, 1, 8, 15)",21
3285,conv2d_14,"(1, 1, 3, 15)",17
3286,conv2d_14,"(0, 2, 2, 43)",6
3287,conv2d_14,"(1, 2, 59, 43)",20
3288,conv2d_14,"(1, 1, 47, 27)",16
3289,conv2d_14,"(1, 2, 12, 46)",19
3290,conv2d_14,"(2, 2, 61, 3)",7
3291,conv2d_14,"(2, 1, 13, 33)",21
3292,conv2d_14,"(2, 2, 12, 50)",10
3293,conv2d_14,"(2, 2, 18, 50)",9
3294,conv2d_14,"(1, 1, 45, 7)",31
3295,conv2d_14,"(0, 0, 18, 39)",1
3296,conv2d_14,"(0, 0, 39, 23)",14
3297,conv2d_14,"(0, 1, 24, 51)",6
3298,conv2d_14,"(1, 0, 21, 17)",0
3299,conv2d_14,"(2, 1, 51, 6)",5
3300,conv2d_14,"(1, 0, 46, 12)",7
3301,conv2d_14,"(0, 1, 51, 45)",14
3302,conv2d_14,"(0, 0, 60, 63)",19
3303,conv2d_14,"(0, 0, 58, 42)",10
3304,conv2d_14,"(1, 1, 18, 22)",26
3305,conv2d_14,"(2, 0, 19, 52)",30
3306,conv2d_14,"(2, 1, 40, 22)",3
3307,conv2d_14,"(1, 2, 52, 9)",21
3308,conv2d_14,"(1, 0, 15, 28)",30
3309,conv2d_14,"(0, 0, 12, 59)",0
3310,conv2d_14,"(0, 2, 27, 59)",31
3311,conv2d_14,"(2, 0, 13, 43)",6
3312,conv2d_14,"(1, 2, 43, 41)",29
3313,conv2d_14,"(2, 1, 14, 55)",19
3314,conv2d_14,"(1, 2, 62, 35)",15
3315,conv2d_14,"(2, 0, 41, 23)",3
3316,conv2d_14,"(0, 1, 56, 45)",28
3317,conv2d_14,"(2, 2, 45, 8)",30
3318,conv2d_14,"(2, 2, 39, 62)",27
3319,conv2d_14,"(2, 0, 40, 43)",26
3320,conv2d_14,"(1, 1, 32, 45)",13
3321,conv2d_14,"(2, 1, 8, 24)",17
3322,conv2d_14,"(0, 0, 15, 40)",10
3323,conv2d_14,"(2, 2, 31, 51)",3
3324,conv2d_14,"(1, 0, 6, 57)",0
3325,conv2d_14,"(2, 1, 30, 15)",17
3326,conv2d_14,"(1, 2, 33, 3)",20
3327,conv2d_14,"(1, 0, 62, 0)",2
3328,conv2d_14,"(0, 0, 50, 0)",9
3329,conv2d_14,"(0, 2, 42, 10)",4
3330,conv2d_14,"(1, 2, 46, 52)",4
3331,conv2d_14,"(2, 0, 10, 41)",13
3332,conv2d_14,"(2, 0, 18, 58)",17
3333,conv2d_14,"(0, 0, 55, 62)",15
3334,conv2d_14,"(2, 0, 40, 46)",15
3335,conv2d_14,"(2, 0, 61, 40)",12
3336,conv2d_14,"(0, 1, 47, 35)",7
3337,conv2d_14,"(0, 1, 48, 19)",21
3338,conv2d_14,"(0, 1, 41, 58)",5
3339,conv2d_14,"(2, 1, 52, 11)",0
3340,conv2d_14,"(1, 1, 41, 6)",21
3341,conv2d_14,"(0, 1, 11, 39)",7
3342,conv2d_14,"(2, 0, 5, 23)",13
3343,conv2d_14,"(1, 2, 37, 55)",3
3344,conv2d_14,"(0, 0, 25, 27)",11
3345,conv2d_14,"(0, 0, 4, 7)",26
3346,conv2d_14,"(1, 0, 50, 25)",24
3347,conv2d_14,"(0, 2, 62, 30)",17
3348,conv2d_14,"(1, 1, 61, 22)",13
3349,conv2d_14,"(2, 0, 24, 3)",28
3350,conv2d_14,"(2, 0, 55, 35)",1
3351,conv2d_14,"(1, 0, 1, 33)",14
3352,conv2d_14,"(1, 0, 6, 59)",2
3353,conv2d_14,"(0, 0, 50, 60)",26
3354,conv2d_14,"(0, 2, 28, 25)",16
3355,conv2d_14,"(1, 2, 14, 20)",3
3356,conv2d_14,"(1, 2, 40, 59)",31
3357,conv2d_14,"(2, 1, 25, 50)",25
3358,conv2d_14,"(0, 2, 54, 54)",17
3359,conv2d_14,"(1, 1, 46, 30)",20
3360,conv2d_14,"(2, 1, 20, 59)",24
3361,conv2d_14,"(1, 2, 22, 19)",18
3362,conv2d_14,"(0, 1, 44, 60)",6
3363,conv2d_14,"(2, 1, 62, 55)",13
3364,conv2d_14,"(0, 2, 22, 23)",22
3365,conv2d_14,"(2, 1, 60, 22)",15
3366,conv2d_14,"(2, 2, 20, 38)",6
3367,conv2d_14,"(0, 0, 49, 40)",12
3368,conv2d_14,"(0, 1, 28, 32)",13
3369,conv2d_14,"(0, 0, 62, 25)",17
3370,conv2d_14,"(1, 1, 58, 1)",8
3371,conv2d_14,"(1, 1, 5, 0)",25
3372,conv2d_14,"(2, 2, 44, 13)",27
3373,conv2d_14,"(1, 1, 50, 26)",1
3374,conv2d_14,"(1, 1, 2, 19)",13
3375,conv2d_14,"(2, 1, 29, 34)",20
3376,conv2d_14,"(2, 2, 8, 4)",16
3377,conv2d_14,"(1, 2, 55, 16)",18
3378,conv2d_14,"(2, 0, 50, 20)",28
3379,conv2d_14,"(0, 2, 47, 6)",2
3380,conv2d_14,"(0, 2, 29, 22)",17
3381,conv2d_14,"(2, 2, 38, 13)",8
3382,conv2d_14,"(2, 0, 48, 11)",13
3383,conv2d_14,"(1, 0, 59, 16)",5
3384,conv2d_14,"(0, 0, 36, 7)",27
3385,conv2d_14,"(2, 1, 5, 48)",21
3386,conv2d_14,"(1, 0, 13, 12)",7
3387,conv2d_14,"(1, 2, 19, 15)",3
3388,conv2d_14,"(1, 2, 43, 33)",15
3389,conv2d_14,"(0, 2, 33, 30)",17
3390,conv2d_14,"(2, 1, 33, 31)",16
3391,conv2d_14,"(0, 0, 15, 4)",15
3392,conv2d_14,"(1, 2, 57, 48)",0
3393,conv2d_14,"(1, 1, 2, 54)",9
3394,conv2d_14,"(0, 2, 52, 4)",18
3395,conv2d_14,"(1, 1, 56, 62)",3
3396,conv2d_14,"(2, 1, 21, 51)",21
3397,conv2d_14,"(1, 1, 13, 18)",16
3398,conv2d_14,"(0, 2, 53, 26)",27
3399,conv2d_14,"(1, 0, 32, 2)",23
3400,conv2d_14,"(2, 0, 14, 42)",3
3401,conv2d_14,"(2, 0, 21, 0)",9
3402,conv2d_14,"(0, 1, 14, 11)",17
3403,conv2d_14,"(2, 2, 0, 22)",26
3404,conv2d_14,"(1, 1, 59, 29)",1
3405,conv2d_14,"(2, 1, 58, 44)",17
3406,conv2d_14,"(1, 1, 25, 20)",27
3407,conv2d_14,"(2, 2, 61, 10)",21
3408,conv2d_14,"(0, 0, 28, 26)",27
3409,conv2d_14,"(0, 2, 15, 10)",15
3410,conv2d_14,"(1, 0, 13, 31)",1
3411,conv2d_14,"(0, 0, 16, 40)",23
3412,conv2d_14,"(1, 0, 51, 36)",22
3413,conv2d_14,"(0, 0, 3, 25)",18
3414,conv2d_14,"(0, 2, 11, 36)",5
3415,conv2d_14,"(2, 2, 20, 50)",31
3416,conv2d_14,"(1, 2, 38, 55)",11
3417,conv2d_14,"(2, 0, 26, 14)",17
3418,conv2d_14,"(2, 1, 29, 42)",8
3419,conv2d_14,"(1, 1, 26, 3)",28
3420,conv2d_14,"(0, 2, 37, 40)",30
3421,conv2d_14,"(0, 2, 29, 13)",5
3422,conv2d_14,"(2, 2, 22, 14)",19
3423,conv2d_14,"(1, 2, 54, 22)",9
3424,conv2d_14,"(2, 0, 57, 1)",26
3425,conv2d_14,"(1, 2, 30, 45)",12
3426,conv2d_14,"(1, 1, 48, 30)",14
3427,conv2d_14,"(0, 2, 9, 28)",18
3428,conv2d_14,"(1, 0, 8, 60)",19
3429,conv2d_14,"(0, 2, 2, 4)",3
3430,conv2d_14,"(1, 0, 36, 61)",10
3431,conv2d_14,"(1, 0, 46, 14)",22
3432,conv2d_14,"(2, 1, 35, 31)",18
3433,conv2d_14,"(2, 2, 47, 41)",10
3434,conv2d_14,"(2, 2, 7, 36)",5
3435,conv2d_14,"(0, 1, 43, 60)",30
3436,conv2d_14,"(2, 0, 49, 33)",4
3437,conv2d_14,"(0, 2, 44, 42)",21
3438,conv2d_14,"(1, 0, 20, 12)",23
3439,conv2d_14,"(0, 0, 27, 63)",14
3440,conv2d_14,"(0, 2, 51, 35)",23
3441,conv2d_14,"(2, 0, 29, 40)",22
3442,conv2d_14,"(2, 2, 43, 16)",16
3443,conv2d_14,"(0, 0, 49, 42)",25
3444,conv2d_14,"(2, 0, 12, 48)",16
3445,conv2d_14,"(1, 0, 53, 42)",21
3446,conv2d_14,"(1, 2, 9, 38)",21
3447,conv2d_14,"(0, 0, 20, 52)",11
3448,conv2d_14,"(1, 0, 59, 20)",21
3449,conv2d_14,"(2, 1, 17, 58)",6
3450,conv2d_14,"(1, 1, 10, 1)",31
3451,conv2d_14,"(1, 1, 36, 42)",23
3452,conv2d_14,"(2, 2, 54, 8)",1
3453,conv2d_14,"(2, 0, 26, 1)",30
3454,conv2d_14,"(2, 2, 4, 43)",31
3455,conv2d_14,"(1, 0, 3, 47)",25
3456,conv2d_14,"(0, 1, 39, 14)",29
3457,conv2d_14,"(0, 2, 35, 39)",20
3458,conv2d_14,"(2, 2, 8, 46)",16
3459,conv2d_14,"(2, 1, 22, 14)",5
3460,conv2d_14,"(0, 2, 3, 38)",17
3461,conv2d_14,"(2, 0, 46, 61)",24
3462,conv2d_14,"(2, 0, 28, 39)",6
3463,conv2d_14,"(2, 2, 39, 16)",2
3464,conv2d_14,"(2, 0, 52, 38)",17
3465,conv2d_14,"(2, 2, 63, 23)",20
3466,conv2d_14,"(2, 2, 47, 56)",1
3467,conv2d_14,"(0, 0, 2, 53)",19
3468,conv2d_14,"(0, 0, 7, 20)",18
3469,conv2d_14,"(2, 2, 21, 59)",28
3470,conv2d_14,"(1, 2, 5, 48)",6
3471,conv2d_14,"(0, 0, 12, 33)",16
3472,conv2d_14,"(1, 0, 48, 44)",11
3473,conv2d_14,"(1, 1, 53, 9)",4
3474,conv2d_14,"(0, 0, 38, 35)",21
3475,conv2d_14,"(1, 0, 59, 17)",29
3476,conv2d_14,"(1, 1, 39, 1)",0
3477,conv2d_14,"(0, 0, 22, 51)",1
3478,conv2d_14,"(0, 0, 13, 28)",10
3479,conv2d_14,"(2, 0, 18, 9)",31
3480,conv2d_14,"(0, 1, 44, 26)",7
3481,conv2d_14,"(0, 2, 29, 8)",29
3482,conv2d_14,"(2, 2, 11, 18)",26
3483,conv2d_14,"(0, 0, 8, 39)",0
3484,conv2d_14,"(0, 2, 41, 22)",14
3485,conv2d_14,"(2, 1, 48, 52)",8
3486,conv2d_14,"(1, 0, 18, 34)",13
3487,conv2d_14,"(0, 1, 6, 2)",17
3488,conv2d_14,"(1, 1, 44, 7)",11
3489,conv2d_14,"(0, 2, 50, 29)",16
3490,conv2d_14,"(1, 0, 23, 35)",6
3491,conv2d_14,"(0, 2, 17, 11)",14
3492,conv2d_14,"(1, 1, 27, 23)",8
3493,conv2d_14,"(2, 2, 35, 43)",10
3494,conv2d_14,"(1, 0, 19, 56)",14
3495,conv2d_14,"(0, 2, 58, 47)",6
3496,conv2d_14,"(2, 0, 11, 9)",11
