Injection,Layer,TensorIndex,Bit
2594,conv2d_13,"(1, 1, 13, 29)",22
2595,conv2d_13,"(2, 2, 3, 21)",31
2596,conv2d_13,"(2, 0, 26, 5)",24
2597,conv2d_13,"(1, 1, 3, 2)",1
2598,conv2d_13,"(0, 0, 0, 4)",17
2599,conv2d_13,"(2, 0, 16, 49)",3
2600,conv2d_13,"(0, 2, 20, 3)",25
2601,conv2d_13,"(0, 0, 2, 19)",26
2602,conv2d_13,"(2, 2, 29, 57)",26
2603,conv2d_13,"(2, 1, 13, 6)",9
2604,conv2d_13,"(1, 1, 31, 62)",9
2605,conv2d_13,"(0, 1, 7, 8)",28
2606,conv2d_13,"(1, 2, 25, 19)",24
2607,conv2d_13,"(1, 1, 14, 23)",9
2608,conv2d_13,"(0, 1, 28, 2)",15
2609,conv2d_13,"(1, 1, 14, 30)",16
2610,conv2d_13,"(0, 0, 16, 27)",27
2611,conv2d_13,"(1, 2, 14, 10)",29
2612,conv2d_13,"(0, 0, 5, 20)",1
2613,conv2d_13,"(1, 1, 25, 29)",22
2614,conv2d_13,"(1, 0, 20, 47)",15
2615,conv2d_13,"(1, 1, 19, 22)",12
2616,conv2d_13,"(1, 1, 22, 1)",28
2617,conv2d_13,"(0, 2, 16, 25)",24
2618,conv2d_13,"(1, 0, 30, 12)",27
2619,conv2d_13,"(1, 2, 11, 35)",3
2620,conv2d_13,"(2, 1, 17, 32)",1
2621,conv2d_13,"(0, 0, 27, 31)",26
2622,conv2d_13,"(0, 2, 1, 10)",7
2623,conv2d_13,"(1, 0, 29, 40)",4
2624,conv2d_13,"(1, 0, 29, 10)",31
2625,conv2d_13,"(1, 1, 28, 50)",23
2626,conv2d_13,"(1, 0, 5, 12)",29
2627,conv2d_13,"(1, 0, 15, 8)",27
2628,conv2d_13,"(0, 1, 19, 29)",29
2629,conv2d_13,"(1, 0, 2, 16)",7
2630,conv2d_13,"(0, 2, 7, 34)",0
2631,conv2d_13,"(0, 2, 28, 13)",13
2632,conv2d_13,"(2, 1, 1, 39)",3
2633,conv2d_13,"(2, 1, 13, 29)",8
2634,conv2d_13,"(0, 0, 3, 6)",22
2635,conv2d_13,"(0, 2, 4, 39)",14
2636,conv2d_13,"(1, 2, 3, 31)",6
2637,conv2d_13,"(1, 2, 12, 42)",8
2638,conv2d_13,"(1, 1, 1, 42)",14
2639,conv2d_13,"(0, 1, 15, 54)",31
2640,conv2d_13,"(0, 0, 10, 26)",1
2641,conv2d_13,"(1, 2, 24, 45)",5
2642,conv2d_13,"(1, 1, 31, 57)",8
2643,conv2d_13,"(2, 0, 4, 53)",11
2644,conv2d_13,"(1, 2, 28, 33)",18
2645,conv2d_13,"(0, 1, 31, 2)",20
2646,conv2d_13,"(2, 1, 25, 43)",30
2647,conv2d_13,"(2, 0, 3, 39)",7
2648,conv2d_13,"(0, 2, 30, 10)",2
2649,conv2d_13,"(1, 0, 26, 47)",30
2650,conv2d_13,"(1, 2, 2, 2)",23
2651,conv2d_13,"(2, 1, 7, 21)",1
2652,conv2d_13,"(0, 2, 31, 0)",25
2653,conv2d_13,"(0, 1, 6, 13)",11
2654,conv2d_13,"(1, 0, 10, 17)",16
2655,conv2d_13,"(2, 0, 0, 54)",24
2656,conv2d_13,"(1, 1, 19, 54)",25
2657,conv2d_13,"(0, 0, 2, 16)",27
2658,conv2d_13,"(0, 0, 0, 19)",1
2659,conv2d_13,"(0, 0, 11, 51)",30
2660,conv2d_13,"(1, 2, 5, 47)",18
2661,conv2d_13,"(1, 2, 12, 47)",25
2662,conv2d_13,"(2, 2, 26, 56)",20
2663,conv2d_13,"(2, 2, 15, 57)",1
2664,conv2d_13,"(2, 0, 22, 42)",5
2665,conv2d_13,"(1, 0, 10, 32)",22
2666,conv2d_13,"(0, 2, 12, 4)",28
2667,conv2d_13,"(2, 0, 9, 55)",15
2668,conv2d_13,"(2, 1, 0, 29)",24
2669,conv2d_13,"(1, 1, 5, 36)",31
2670,conv2d_13,"(2, 0, 15, 27)",8
2671,conv2d_13,"(2, 2, 10, 53)",8
2672,conv2d_13,"(1, 0, 24, 36)",3
2673,conv2d_13,"(1, 2, 14, 7)",29
2674,conv2d_13,"(2, 0, 19, 12)",20
2675,conv2d_13,"(1, 2, 10, 52)",9
2676,conv2d_13,"(2, 2, 3, 41)",14
2677,conv2d_13,"(2, 1, 5, 17)",6
2678,conv2d_13,"(2, 0, 15, 40)",8
2679,conv2d_13,"(2, 2, 24, 6)",0
2680,conv2d_13,"(2, 2, 19, 21)",10
2681,conv2d_13,"(2, 1, 4, 5)",25
2682,conv2d_13,"(1, 0, 5, 56)",9
2683,conv2d_13,"(1, 2, 18, 35)",6
2684,conv2d_13,"(0, 1, 24, 4)",22
2685,conv2d_13,"(0, 2, 27, 6)",27
2686,conv2d_13,"(2, 0, 0, 9)",9
2687,conv2d_13,"(0, 1, 25, 0)",20
2688,conv2d_13,"(1, 1, 24, 11)",16
2689,conv2d_13,"(0, 0, 8, 41)",0
2690,conv2d_13,"(0, 2, 10, 48)",19
2691,conv2d_13,"(2, 2, 18, 50)",24
2692,conv2d_13,"(1, 0, 10, 62)",28
2693,conv2d_13,"(1, 0, 1, 56)",30
2694,conv2d_13,"(0, 1, 23, 58)",6
2695,conv2d_13,"(2, 2, 18, 0)",22
2696,conv2d_13,"(1, 0, 26, 39)",20
2697,conv2d_13,"(2, 2, 22, 48)",21
2698,conv2d_13,"(0, 1, 22, 51)",31
2699,conv2d_13,"(1, 2, 1, 16)",13
2700,conv2d_13,"(2, 1, 11, 60)",29
2701,conv2d_13,"(1, 2, 16, 56)",24
2702,conv2d_13,"(0, 1, 26, 2)",10
2703,conv2d_13,"(0, 1, 18, 12)",29
2704,conv2d_13,"(2, 0, 5, 35)",31
2705,conv2d_13,"(0, 1, 29, 2)",19
2706,conv2d_13,"(1, 1, 26, 60)",12
2707,conv2d_13,"(1, 0, 28, 50)",17
2708,conv2d_13,"(1, 2, 10, 24)",14
2709,conv2d_13,"(1, 0, 14, 12)",30
2710,conv2d_13,"(0, 1, 5, 17)",13
2711,conv2d_13,"(0, 1, 5, 59)",7
2712,conv2d_13,"(2, 0, 29, 47)",6
2713,conv2d_13,"(2, 1, 23, 37)",24
2714,conv2d_13,"(1, 2, 4, 1)",28
2715,conv2d_13,"(0, 1, 9, 59)",25
2716,conv2d_13,"(1, 2, 25, 18)",12
2717,conv2d_13,"(0, 2, 3, 9)",3
2718,conv2d_13,"(2, 1, 23, 63)",24
2719,conv2d_13,"(2, 1, 12, 41)",8
2720,conv2d_13,"(0, 2, 20, 39)",25
2721,conv2d_13,"(0, 1, 0, 49)",19
2722,conv2d_13,"(0, 2, 5, 11)",2
2723,conv2d_13,"(1, 1, 4, 61)",30
2724,conv2d_13,"(2, 1, 4, 0)",8
2725,conv2d_13,"(0, 1, 5, 53)",26
2726,conv2d_13,"(0, 0, 27, 27)",22
2727,conv2d_13,"(0, 0, 29, 17)",1
2728,conv2d_13,"(2, 1, 4, 13)",20
2729,conv2d_13,"(1, 2, 10, 15)",19
2730,conv2d_13,"(2, 1, 17, 55)",30
2731,conv2d_13,"(1, 2, 24, 12)",20
2732,conv2d_13,"(2, 2, 30, 12)",25
2733,conv2d_13,"(1, 0, 15, 28)",6
2734,conv2d_13,"(2, 2, 12, 63)",10
2735,conv2d_13,"(0, 2, 4, 2)",14
2736,conv2d_13,"(0, 2, 18, 6)",10
2737,conv2d_13,"(2, 2, 23, 63)",1
2738,conv2d_13,"(1, 1, 3, 3)",23
2739,conv2d_13,"(2, 1, 14, 35)",8
2740,conv2d_13,"(1, 0, 9, 30)",11
2741,conv2d_13,"(1, 0, 12, 47)",16
2742,conv2d_13,"(1, 1, 2, 60)",15
2743,conv2d_13,"(0, 1, 15, 31)",31
2744,conv2d_13,"(1, 1, 15, 3)",0
2745,conv2d_13,"(2, 1, 30, 62)",26
2746,conv2d_13,"(0, 1, 9, 0)",15
2747,conv2d_13,"(0, 1, 0, 21)",30
2748,conv2d_13,"(1, 2, 25, 41)",12
2749,conv2d_13,"(2, 2, 11, 17)",12
2750,conv2d_13,"(0, 0, 14, 7)",22
2751,conv2d_13,"(2, 0, 29, 42)",26
2752,conv2d_13,"(0, 0, 20, 19)",25
2753,conv2d_13,"(1, 2, 16, 9)",10
2754,conv2d_13,"(0, 2, 28, 0)",15
2755,conv2d_13,"(2, 0, 14, 45)",0
2756,conv2d_13,"(1, 2, 3, 29)",1
2757,conv2d_13,"(2, 2, 18, 9)",8
2758,conv2d_13,"(1, 2, 0, 27)",31
2759,conv2d_13,"(2, 0, 16, 60)",7
2760,conv2d_13,"(1, 0, 20, 40)",21
2761,conv2d_13,"(2, 1, 16, 45)",17
2762,conv2d_13,"(2, 1, 1, 5)",5
2763,conv2d_13,"(1, 0, 25, 22)",17
2764,conv2d_13,"(0, 0, 20, 44)",10
2765,conv2d_13,"(0, 2, 10, 12)",0
2766,conv2d_13,"(0, 1, 26, 39)",9
2767,conv2d_13,"(0, 2, 23, 40)",24
2768,conv2d_13,"(0, 1, 29, 8)",27
2769,conv2d_13,"(1, 2, 22, 24)",28
2770,conv2d_13,"(1, 0, 17, 3)",18
2771,conv2d_13,"(1, 0, 2, 43)",26
2772,conv2d_13,"(0, 1, 13, 1)",8
2773,conv2d_13,"(2, 0, 15, 2)",27
2774,conv2d_13,"(1, 1, 27, 36)",0
2775,conv2d_13,"(2, 2, 9, 17)",1
2776,conv2d_13,"(1, 2, 9, 15)",20
2777,conv2d_13,"(0, 2, 26, 21)",1
2778,conv2d_13,"(0, 0, 5, 62)",25
2779,conv2d_13,"(1, 2, 18, 56)",7
2780,conv2d_13,"(2, 0, 25, 14)",2
2781,conv2d_13,"(2, 2, 31, 62)",21
2782,conv2d_13,"(1, 2, 14, 62)",4
2783,conv2d_13,"(0, 1, 8, 50)",18
2784,conv2d_13,"(0, 0, 31, 22)",13
2785,conv2d_13,"(2, 2, 12, 62)",9
2786,conv2d_13,"(1, 2, 7, 6)",3
2787,conv2d_13,"(1, 2, 1, 5)",17
2788,conv2d_13,"(2, 2, 16, 8)",14
2789,conv2d_13,"(0, 2, 10, 16)",26
2790,conv2d_13,"(1, 0, 18, 22)",2
2791,conv2d_13,"(1, 2, 8, 15)",29
2792,conv2d_13,"(1, 1, 14, 38)",2
2793,conv2d_13,"(0, 1, 2, 25)",13
2794,conv2d_13,"(2, 0, 27, 49)",22
2795,conv2d_13,"(0, 0, 19, 36)",11
2796,conv2d_13,"(1, 0, 29, 13)",21
2797,conv2d_13,"(2, 1, 22, 15)",2
2798,conv2d_13,"(2, 2, 30, 11)",31
2799,conv2d_13,"(2, 1, 18, 12)",3
2800,conv2d_13,"(0, 1, 13, 53)",8
2801,conv2d_13,"(1, 0, 18, 35)",8
2802,conv2d_13,"(1, 0, 28, 22)",28
2803,conv2d_13,"(1, 2, 9, 24)",5
2804,conv2d_13,"(1, 0, 2, 29)",26
2805,conv2d_13,"(1, 2, 24, 29)",0
2806,conv2d_13,"(0, 0, 10, 11)",26
2807,conv2d_13,"(1, 0, 13, 23)",16
2808,conv2d_13,"(2, 1, 14, 1)",17
2809,conv2d_13,"(1, 1, 14, 16)",17
2810,conv2d_13,"(2, 1, 7, 45)",5
2811,conv2d_13,"(1, 1, 15, 11)",3
2812,conv2d_13,"(0, 2, 4, 10)",21
2813,conv2d_13,"(1, 2, 10, 28)",24
2814,conv2d_13,"(0, 1, 20, 53)",27
2815,conv2d_13,"(2, 1, 27, 48)",23
2816,conv2d_13,"(1, 1, 21, 7)",23
2817,conv2d_13,"(2, 1, 25, 55)",26
2818,conv2d_13,"(0, 1, 3, 2)",7
2819,conv2d_13,"(0, 2, 1, 60)",20
2820,conv2d_13,"(0, 2, 24, 18)",17
2821,conv2d_13,"(0, 0, 17, 41)",30
2822,conv2d_13,"(0, 2, 1, 52)",25
2823,conv2d_13,"(0, 2, 2, 42)",30
2824,conv2d_13,"(1, 2, 23, 11)",25
2825,conv2d_13,"(0, 1, 27, 5)",15
2826,conv2d_13,"(2, 2, 29, 25)",17
2827,conv2d_13,"(1, 2, 16, 27)",17
2828,conv2d_13,"(1, 2, 9, 25)",8
2829,conv2d_13,"(1, 0, 3, 11)",19
2830,conv2d_13,"(0, 1, 14, 34)",3
2831,conv2d_13,"(2, 0, 3, 29)",0
2832,conv2d_13,"(0, 2, 22, 38)",0
2833,conv2d_13,"(1, 1, 31, 38)",6
2834,conv2d_13,"(0, 2, 13, 48)",30
2835,conv2d_13,"(2, 2, 5, 48)",23
2836,conv2d_13,"(0, 1, 18, 39)",19
2837,conv2d_13,"(1, 1, 22, 9)",15
2838,conv2d_13,"(0, 1, 12, 0)",16
2839,conv2d_13,"(0, 1, 27, 48)",21
2840,conv2d_13,"(0, 2, 19, 28)",18
2841,conv2d_13,"(0, 2, 20, 55)",13
2842,conv2d_13,"(1, 2, 21, 63)",3
2843,conv2d_13,"(2, 1, 31, 54)",17
2844,conv2d_13,"(2, 2, 31, 11)",4
2845,conv2d_13,"(0, 2, 21, 63)",14
2846,conv2d_13,"(2, 0, 31, 58)",30
2847,conv2d_13,"(1, 2, 3, 21)",9
2848,conv2d_13,"(1, 2, 6, 46)",2
2849,conv2d_13,"(1, 1, 27, 24)",29
2850,conv2d_13,"(1, 1, 28, 44)",14
2851,conv2d_13,"(2, 1, 2, 3)",15
2852,conv2d_13,"(2, 0, 29, 25)",7
2853,conv2d_13,"(2, 1, 21, 35)",19
2854,conv2d_13,"(1, 0, 15, 52)",16
2855,conv2d_13,"(0, 0, 15, 6)",20
2856,conv2d_13,"(1, 2, 24, 5)",2
2857,conv2d_13,"(1, 0, 4, 59)",0
2858,conv2d_13,"(1, 1, 11, 28)",18
2859,conv2d_13,"(2, 0, 5, 6)",0
2860,conv2d_13,"(2, 2, 8, 36)",28
2861,conv2d_13,"(1, 1, 19, 24)",16
2862,conv2d_13,"(1, 1, 25, 27)",2
2863,conv2d_13,"(2, 1, 20, 8)",18
2864,conv2d_13,"(1, 2, 22, 39)",6
2865,conv2d_13,"(0, 1, 28, 27)",7
2866,conv2d_13,"(1, 2, 29, 20)",22
2867,conv2d_13,"(1, 0, 29, 34)",12
2868,conv2d_13,"(1, 0, 3, 8)",11
2869,conv2d_13,"(2, 1, 13, 26)",0
2870,conv2d_13,"(1, 0, 30, 0)",8
2871,conv2d_13,"(2, 1, 13, 12)",2
2872,conv2d_13,"(1, 0, 26, 5)",16
2873,conv2d_13,"(2, 0, 18, 56)",22
2874,conv2d_13,"(0, 1, 3, 24)",14
2875,conv2d_13,"(1, 2, 1, 43)",23
2876,conv2d_13,"(1, 2, 17, 26)",0
2877,conv2d_13,"(0, 0, 3, 4)",24
2878,conv2d_13,"(0, 2, 30, 12)",4
2879,conv2d_13,"(0, 1, 22, 40)",17
2880,conv2d_13,"(1, 2, 13, 53)",25
2881,conv2d_13,"(1, 0, 11, 11)",25
2882,conv2d_13,"(0, 0, 21, 44)",8
2883,conv2d_13,"(1, 2, 4, 30)",28
2884,conv2d_13,"(0, 2, 30, 9)",21
2885,conv2d_13,"(1, 2, 9, 54)",23
2886,conv2d_13,"(2, 0, 2, 3)",29
2887,conv2d_13,"(1, 0, 3, 17)",27
2888,conv2d_13,"(2, 0, 14, 3)",4
2889,conv2d_13,"(2, 0, 5, 4)",12
2890,conv2d_13,"(2, 1, 3, 45)",15
2891,conv2d_13,"(1, 1, 9, 17)",4
2892,conv2d_13,"(0, 2, 27, 48)",7
2893,conv2d_13,"(0, 2, 17, 1)",17
2894,conv2d_13,"(2, 1, 18, 7)",18
2895,conv2d_13,"(2, 2, 16, 56)",19
2896,conv2d_13,"(0, 0, 30, 3)",24
2897,conv2d_13,"(2, 0, 5, 45)",22
2898,conv2d_13,"(0, 2, 3, 52)",28
2899,conv2d_13,"(0, 1, 22, 8)",30
2900,conv2d_13,"(1, 1, 1, 47)",8
2901,conv2d_13,"(0, 1, 10, 34)",30
2902,conv2d_13,"(1, 1, 14, 21)",19
2903,conv2d_13,"(1, 0, 10, 12)",6
2904,conv2d_13,"(2, 2, 5, 20)",26
2905,conv2d_13,"(2, 1, 6, 40)",29
2906,conv2d_13,"(2, 0, 16, 48)",27
2907,conv2d_13,"(1, 0, 0, 43)",27
2908,conv2d_13,"(1, 1, 2, 23)",11
2909,conv2d_13,"(0, 0, 7, 45)",3
2910,conv2d_13,"(2, 1, 27, 30)",3
2911,conv2d_13,"(0, 2, 31, 18)",30
2912,conv2d_13,"(0, 2, 20, 62)",17
2913,conv2d_13,"(0, 0, 24, 34)",18
2914,conv2d_13,"(0, 1, 13, 13)",6
2915,conv2d_13,"(0, 2, 5, 50)",30
2916,conv2d_13,"(2, 2, 0, 48)",25
2917,conv2d_13,"(0, 2, 14, 18)",2
2918,conv2d_13,"(2, 2, 2, 60)",0
2919,conv2d_13,"(1, 2, 19, 47)",25
2920,conv2d_13,"(1, 0, 9, 49)",2
2921,conv2d_13,"(0, 0, 31, 3)",29
2922,conv2d_13,"(0, 0, 21, 0)",15
2923,conv2d_13,"(0, 1, 21, 24)",0
2924,conv2d_13,"(2, 0, 1, 4)",3
2925,conv2d_13,"(1, 2, 17, 20)",29
2926,conv2d_13,"(2, 0, 0, 7)",23
2927,conv2d_13,"(1, 2, 21, 24)",19
2928,conv2d_13,"(2, 0, 4, 17)",31
2929,conv2d_13,"(0, 2, 22, 58)",12
2930,conv2d_13,"(1, 2, 20, 25)",8
2931,conv2d_13,"(1, 2, 0, 44)",31
2932,conv2d_13,"(1, 1, 7, 24)",5
2933,conv2d_13,"(1, 2, 26, 53)",18
2934,conv2d_13,"(2, 0, 19, 0)",4
2935,conv2d_13,"(0, 0, 22, 58)",0
2936,conv2d_13,"(1, 0, 4, 42)",6
2937,conv2d_13,"(0, 1, 0, 1)",30
2938,conv2d_13,"(0, 1, 29, 41)",28
2939,conv2d_13,"(1, 1, 27, 9)",21
2940,conv2d_13,"(1, 2, 27, 0)",15
2941,conv2d_13,"(0, 0, 13, 25)",4
2942,conv2d_13,"(0, 2, 31, 20)",17
2943,conv2d_13,"(1, 2, 25, 24)",27
2944,conv2d_13,"(2, 0, 9, 33)",11
2945,conv2d_13,"(0, 0, 17, 13)",5
2946,conv2d_13,"(1, 2, 6, 1)",14
2947,conv2d_13,"(1, 0, 1, 46)",1
2948,conv2d_13,"(1, 2, 16, 19)",21
2949,conv2d_13,"(1, 1, 11, 32)",25
2950,conv2d_13,"(1, 2, 9, 38)",0
2951,conv2d_13,"(2, 0, 19, 57)",14
2952,conv2d_13,"(0, 2, 12, 37)",26
2953,conv2d_13,"(0, 1, 26, 36)",1
2954,conv2d_13,"(0, 0, 20, 16)",21
2955,conv2d_13,"(1, 0, 31, 57)",1
2956,conv2d_13,"(0, 0, 27, 57)",28
2957,conv2d_13,"(0, 2, 3, 4)",1
2958,conv2d_13,"(0, 2, 13, 19)",11
2959,conv2d_13,"(0, 2, 22, 53)",2
2960,conv2d_13,"(0, 2, 21, 60)",18
2961,conv2d_13,"(0, 0, 31, 21)",30
2962,conv2d_13,"(1, 1, 20, 8)",4
2963,conv2d_13,"(0, 1, 4, 5)",0
2964,conv2d_13,"(0, 0, 21, 5)",18
2965,conv2d_13,"(1, 2, 0, 11)",10
2966,conv2d_13,"(2, 1, 25, 61)",14
2967,conv2d_13,"(0, 1, 13, 25)",7
2968,conv2d_13,"(0, 0, 19, 39)",5
2969,conv2d_13,"(0, 0, 30, 43)",3
2970,conv2d_13,"(2, 2, 2, 28)",20
2971,conv2d_13,"(2, 0, 14, 32)",1
2972,conv2d_13,"(2, 1, 1, 29)",27
2973,conv2d_13,"(1, 0, 26, 11)",2
2974,conv2d_13,"(2, 2, 25, 54)",16
2975,conv2d_13,"(0, 1, 14, 62)",18
2976,conv2d_13,"(2, 2, 0, 54)",22
2977,conv2d_13,"(2, 2, 28, 25)",6
2978,conv2d_13,"(0, 2, 29, 17)",12
2979,conv2d_13,"(2, 1, 28, 19)",31
2980,conv2d_13,"(1, 0, 26, 56)",17
2981,conv2d_13,"(1, 1, 15, 45)",27
2982,conv2d_13,"(0, 1, 8, 55)",25
2983,conv2d_13,"(0, 1, 19, 26)",5
2984,conv2d_13,"(2, 0, 24, 22)",1
2985,conv2d_13,"(0, 0, 26, 36)",0
2986,conv2d_13,"(0, 1, 13, 57)",1
2987,conv2d_13,"(0, 2, 19, 42)",30
2988,conv2d_13,"(2, 1, 21, 27)",8
2989,conv2d_13,"(0, 1, 9, 51)",8
2990,conv2d_13,"(0, 2, 8, 5)",28
2991,conv2d_13,"(1, 0, 10, 52)",21
2992,conv2d_13,"(2, 0, 21, 62)",26
2993,conv2d_13,"(1, 0, 18, 28)",26
2994,conv2d_13,"(1, 1, 9, 35)",14
2995,conv2d_13,"(1, 2, 4, 58)",13
2996,conv2d_13,"(1, 1, 11, 56)",20
2997,conv2d_13,"(0, 1, 13, 19)",28
2998,conv2d_13,"(0, 0, 24, 47)",30
2999,conv2d_13,"(1, 1, 19, 10)",17
3000,conv2d_13,"(2, 1, 8, 37)",31
3001,conv2d_13,"(2, 2, 26, 59)",10
3002,conv2d_13,"(0, 1, 9, 9)",1
3003,conv2d_13,"(0, 2, 25, 56)",26
3004,conv2d_13,"(1, 2, 9, 13)",19
3005,conv2d_13,"(2, 1, 29, 26)",14
3006,conv2d_13,"(1, 0, 27, 28)",0
3007,conv2d_13,"(0, 1, 11, 50)",14
3008,conv2d_13,"(1, 0, 31, 37)",31
3009,conv2d_13,"(0, 1, 26, 33)",21
3010,conv2d_13,"(0, 0, 3, 23)",5
3011,conv2d_13,"(2, 0, 28, 37)",7
3012,conv2d_13,"(1, 2, 26, 15)",11
3013,conv2d_13,"(2, 2, 20, 24)",27
3014,conv2d_13,"(0, 0, 9, 1)",26
3015,conv2d_13,"(0, 2, 21, 41)",31
3016,conv2d_13,"(1, 2, 17, 21)",24
3017,conv2d_13,"(1, 2, 18, 20)",30
3018,conv2d_13,"(1, 1, 7, 10)",28
3019,conv2d_13,"(0, 1, 11, 17)",1
3020,conv2d_13,"(2, 2, 14, 56)",8
3021,conv2d_13,"(2, 2, 5, 18)",12
3022,conv2d_13,"(2, 2, 25, 32)",8
3023,conv2d_13,"(0, 1, 28, 31)",2
3024,conv2d_13,"(0, 0, 25, 13)",15
3025,conv2d_13,"(2, 0, 5, 13)",9
3026,conv2d_13,"(2, 0, 24, 23)",19
3027,conv2d_13,"(0, 0, 10, 41)",24
3028,conv2d_13,"(2, 0, 1, 27)",27
3029,conv2d_13,"(1, 0, 26, 50)",7
3030,conv2d_13,"(1, 0, 12, 55)",10
3031,conv2d_13,"(0, 2, 24, 42)",20
3032,conv2d_13,"(1, 1, 13, 56)",31
3033,conv2d_13,"(0, 1, 7, 52)",7
3034,conv2d_13,"(2, 0, 21, 47)",15
3035,conv2d_13,"(1, 0, 29, 5)",17
3036,conv2d_13,"(1, 2, 0, 8)",14
3037,conv2d_13,"(0, 2, 12, 25)",8
3038,conv2d_13,"(0, 2, 10, 34)",30
3039,conv2d_13,"(2, 2, 23, 22)",19
3040,conv2d_13,"(2, 0, 22, 23)",11
3041,conv2d_13,"(0, 1, 26, 61)",0
3042,conv2d_13,"(0, 2, 9, 55)",13
3043,conv2d_13,"(1, 2, 0, 57)",9
3044,conv2d_13,"(2, 0, 20, 12)",5
3045,conv2d_13,"(2, 1, 21, 6)",1
3046,conv2d_13,"(2, 1, 5, 29)",17
3047,conv2d_13,"(2, 1, 20, 13)",31
3048,conv2d_13,"(1, 1, 18, 60)",25
3049,conv2d_13,"(0, 1, 13, 27)",18
3050,conv2d_13,"(1, 1, 4, 29)",9
3051,conv2d_13,"(0, 1, 22, 11)",22
3052,conv2d_13,"(0, 2, 22, 21)",10
3053,conv2d_13,"(0, 1, 8, 41)",3
3054,conv2d_13,"(0, 2, 20, 13)",16
3055,conv2d_13,"(1, 2, 24, 31)",1
3056,conv2d_13,"(0, 1, 12, 7)",18
3057,conv2d_13,"(0, 1, 4, 42)",18
3058,conv2d_13,"(0, 0, 17, 46)",10
3059,conv2d_13,"(0, 1, 15, 32)",7
3060,conv2d_13,"(0, 2, 20, 43)",14
3061,conv2d_13,"(0, 0, 18, 12)",30
3062,conv2d_13,"(1, 2, 19, 41)",16
3063,conv2d_13,"(1, 1, 22, 62)",13
3064,conv2d_13,"(2, 0, 29, 56)",29
3065,conv2d_13,"(1, 1, 12, 11)",0
3066,conv2d_13,"(2, 1, 21, 45)",14
3067,conv2d_13,"(0, 0, 6, 14)",13
3068,conv2d_13,"(0, 2, 19, 17)",26
3069,conv2d_13,"(0, 1, 5, 50)",27
3070,conv2d_13,"(1, 1, 1, 59)",19
3071,conv2d_13,"(1, 0, 28, 11)",25
3072,conv2d_13,"(1, 2, 26, 24)",16
3073,conv2d_13,"(2, 2, 30, 0)",15
3074,conv2d_13,"(0, 1, 2, 61)",20
3075,conv2d_13,"(2, 2, 20, 32)",5
3076,conv2d_13,"(2, 1, 23, 7)",31
3077,conv2d_13,"(0, 1, 7, 60)",26
3078,conv2d_13,"(2, 1, 29, 15)",9
3079,conv2d_13,"(2, 2, 24, 58)",14
3080,conv2d_13,"(2, 2, 5, 14)",13
3081,conv2d_13,"(1, 0, 13, 62)",17
3082,conv2d_13,"(2, 1, 11, 3)",2
3083,conv2d_13,"(0, 1, 21, 45)",14
3084,conv2d_13,"(2, 1, 0, 26)",29
3085,conv2d_13,"(2, 0, 16, 63)",11
3086,conv2d_13,"(1, 1, 24, 9)",21
3087,conv2d_13,"(2, 0, 7, 20)",13
3088,conv2d_13,"(1, 2, 7, 22)",4
3089,conv2d_13,"(1, 2, 1, 35)",8
3090,conv2d_13,"(2, 0, 12, 34)",31
3091,conv2d_13,"(0, 2, 16, 14)",12
3092,conv2d_13,"(2, 1, 21, 19)",13
3093,conv2d_13,"(0, 0, 0, 29)",0
3094,conv2d_13,"(2, 0, 25, 33)",26
3095,conv2d_13,"(2, 0, 12, 33)",12
3096,conv2d_13,"(0, 2, 5, 44)",20
3097,conv2d_13,"(1, 2, 21, 6)",10
3098,conv2d_13,"(0, 1, 20, 28)",9
3099,conv2d_13,"(0, 2, 23, 29)",2
3100,conv2d_13,"(1, 0, 9, 57)",18
3101,conv2d_13,"(2, 1, 14, 9)",28
3102,conv2d_13,"(1, 2, 4, 4)",25
3103,conv2d_13,"(0, 1, 18, 45)",16
3104,conv2d_13,"(1, 0, 27, 44)",28
3105,conv2d_13,"(1, 2, 13, 25)",13
3106,conv2d_13,"(1, 1, 4, 21)",26
3107,conv2d_13,"(2, 1, 19, 28)",15
3108,conv2d_13,"(0, 2, 19, 38)",22
3109,conv2d_13,"(0, 0, 4, 37)",23
3110,conv2d_13,"(0, 0, 27, 44)",4
3111,conv2d_13,"(0, 0, 3, 57)",15
3112,conv2d_14,"(1, 0, 41, 0)",19
3113,conv2d_14,"(2, 0, 60, 18)",9
3114,conv2d_14,"(0, 1, 0, 54)",30
3115,conv2d_14,"(2, 2, 42, 57)",30
3116,conv2d_14,"(1, 1, 26, 16)",26
3117,conv2d_14,"(1, 0, 49, 23)",1
3118,conv2d_14,"(0, 2, 51, 47)",8
3119,conv2d_14,"(0, 2, 4, 0)",24
3120,conv2d_14,"(1, 0, 56, 11)",1
3121,conv2d_14,"(1, 0, 48, 50)",31
3122,conv2d_14,"(0, 2, 43, 45)",17
3123,conv2d_14,"(0, 1, 20, 37)",19
3124,conv2d_14,"(2, 2, 47, 34)",17
3125,conv2d_14,"(1, 1, 1, 6)",21
3126,conv2d_14,"(2, 2, 22, 20)",9
3127,conv2d_14,"(0, 0, 27, 17)",14
3128,conv2d_14,"(0, 1, 8, 10)",3
3129,conv2d_14,"(1, 0, 42, 42)",19
3130,conv2d_14,"(1, 0, 10, 42)",0
