Injection,Layer,TensorIndex,Bit
1926,conv2d_11,"(0, 2, 15, 31)",3
1927,conv2d_11,"(0, 0, 22, 7)",0
1928,conv2d_11,"(1, 0, 2, 25)",9
1929,conv2d_11,"(1, 2, 19, 11)",10
1930,conv2d_11,"(0, 1, 2, 3)",16
1931,conv2d_11,"(2, 0, 26, 11)",6
1932,conv2d_11,"(0, 1, 28, 19)",10
1933,conv2d_11,"(1, 0, 29, 17)",12
1934,conv2d_11,"(1, 2, 15, 11)",3
1935,conv2d_11,"(2, 2, 17, 18)",10
1936,conv2d_11,"(2, 1, 18, 0)",5
1937,conv2d_11,"(1, 0, 9, 31)",8
1938,conv2d_11,"(1, 0, 10, 17)",19
1939,conv2d_11,"(1, 2, 12, 20)",0
1940,conv2d_11,"(1, 1, 25, 5)",11
1941,conv2d_11,"(2, 1, 10, 13)",28
1942,conv2d_11,"(0, 2, 15, 26)",20
1943,conv2d_11,"(2, 1, 13, 17)",25
1944,conv2d_11,"(1, 2, 12, 30)",25
1945,conv2d_11,"(1, 0, 30, 6)",7
1946,conv2d_11,"(1, 1, 27, 17)",27
1947,conv2d_11,"(0, 2, 13, 12)",11
1948,conv2d_11,"(1, 2, 20, 20)",16
1949,conv2d_11,"(2, 1, 24, 13)",17
1950,conv2d_11,"(2, 0, 2, 27)",19
1951,conv2d_11,"(2, 2, 6, 1)",5
1952,conv2d_11,"(1, 2, 0, 5)",27
1953,conv2d_11,"(1, 1, 8, 8)",29
1954,conv2d_11,"(1, 1, 15, 2)",23
1955,conv2d_11,"(2, 1, 12, 22)",12
1956,conv2d_11,"(1, 1, 10, 20)",21
1957,conv2d_11,"(2, 0, 2, 16)",12
1958,conv2d_11,"(2, 0, 20, 31)",21
1959,conv2d_11,"(0, 1, 19, 1)",22
1960,conv2d_11,"(0, 0, 0, 0)",6
1961,conv2d_11,"(0, 2, 19, 14)",26
1962,conv2d_11,"(1, 1, 3, 13)",6
1963,conv2d_11,"(1, 0, 27, 29)",6
1964,conv2d_11,"(0, 1, 18, 3)",10
1965,conv2d_11,"(1, 1, 24, 18)",15
1966,conv2d_11,"(0, 1, 3, 6)",26
1967,conv2d_11,"(2, 2, 28, 1)",29
1968,conv2d_11,"(0, 1, 6, 26)",7
1969,conv2d_11,"(2, 0, 4, 15)",3
1970,conv2d_11,"(0, 2, 17, 29)",17
1971,conv2d_11,"(2, 1, 30, 16)",30
1972,conv2d_11,"(0, 2, 26, 10)",3
1973,conv2d_11,"(2, 0, 3, 7)",4
1974,conv2d_11,"(0, 2, 6, 2)",2
1975,conv2d_11,"(1, 1, 17, 14)",19
1976,conv2d_11,"(2, 1, 14, 25)",31
1977,conv2d_11,"(0, 1, 9, 3)",15
1978,conv2d_11,"(2, 1, 1, 10)",4
1979,conv2d_11,"(1, 2, 1, 20)",14
1980,conv2d_11,"(0, 1, 31, 31)",20
1981,conv2d_11,"(2, 1, 20, 9)",5
1982,conv2d_11,"(1, 1, 1, 4)",16
1983,conv2d_11,"(2, 2, 0, 13)",1
1984,conv2d_11,"(2, 0, 23, 2)",29
1985,conv2d_11,"(2, 0, 20, 14)",31
1986,conv2d_11,"(0, 1, 24, 18)",18
1987,conv2d_11,"(1, 0, 20, 13)",19
1988,conv2d_11,"(0, 1, 6, 8)",14
1989,conv2d_11,"(0, 0, 24, 25)",9
1990,conv2d_11,"(2, 0, 27, 18)",4
1991,conv2d_11,"(2, 1, 15, 14)",24
1992,conv2d_11,"(1, 0, 4, 20)",19
1993,conv2d_11,"(0, 2, 19, 15)",22
1994,conv2d_11,"(0, 2, 14, 13)",29
1995,conv2d_11,"(1, 0, 20, 31)",28
1996,conv2d_11,"(0, 2, 8, 3)",31
1997,conv2d_11,"(1, 0, 19, 19)",9
1998,conv2d_11,"(2, 2, 17, 26)",12
1999,conv2d_11,"(2, 0, 16, 22)",11
2000,conv2d_11,"(1, 0, 24, 31)",17
2001,conv2d_11,"(2, 0, 2, 0)",0
2002,conv2d_11,"(2, 2, 9, 26)",13
2003,conv2d_11,"(2, 2, 23, 14)",16
2004,conv2d_11,"(1, 1, 17, 21)",30
2005,conv2d_11,"(2, 2, 11, 23)",10
2006,conv2d_11,"(2, 1, 2, 23)",19
2007,conv2d_11,"(2, 0, 11, 3)",5
2008,conv2d_11,"(0, 2, 31, 12)",8
2009,conv2d_11,"(0, 2, 10, 5)",28
2010,conv2d_11,"(2, 1, 10, 21)",28
2011,conv2d_11,"(0, 2, 25, 24)",24
2012,conv2d_11,"(1, 2, 15, 13)",14
2013,conv2d_11,"(2, 0, 1, 31)",21
2014,conv2d_11,"(2, 1, 9, 2)",8
2015,conv2d_11,"(2, 2, 23, 15)",17
2016,conv2d_11,"(1, 1, 18, 3)",25
2017,conv2d_11,"(1, 0, 7, 23)",8
2018,conv2d_11,"(0, 1, 31, 2)",0
2019,conv2d_11,"(1, 1, 8, 16)",24
2020,conv2d_11,"(1, 0, 20, 27)",19
2021,conv2d_11,"(1, 0, 13, 8)",8
2022,conv2d_11,"(1, 1, 8, 17)",9
2023,conv2d_11,"(1, 0, 31, 29)",5
2024,conv2d_11,"(0, 2, 28, 15)",1
2025,conv2d_11,"(2, 2, 30, 23)",13
2026,conv2d_11,"(2, 2, 10, 30)",2
2027,conv2d_11,"(0, 1, 15, 31)",17
2028,conv2d_11,"(1, 2, 20, 21)",18
2029,conv2d_11,"(2, 2, 24, 1)",30
2030,conv2d_11,"(1, 2, 26, 14)",28
2031,conv2d_11,"(0, 0, 31, 31)",18
2032,conv2d_11,"(2, 2, 20, 18)",20
2033,conv2d_11,"(1, 0, 23, 8)",3
2034,conv2d_11,"(1, 0, 31, 19)",15
2035,conv2d_11,"(2, 0, 19, 12)",5
2036,conv2d_11,"(0, 0, 13, 10)",16
2037,conv2d_11,"(2, 0, 17, 25)",13
2038,conv2d_11,"(0, 1, 24, 11)",7
2039,conv2d_11,"(0, 1, 30, 0)",31
2040,conv2d_11,"(0, 0, 10, 27)",14
2041,conv2d_11,"(2, 1, 1, 27)",30
2042,conv2d_11,"(1, 2, 29, 18)",18
2043,conv2d_11,"(2, 2, 19, 11)",15
2044,conv2d_11,"(2, 0, 4, 0)",30
2045,conv2d_11,"(0, 0, 4, 31)",19
2046,conv2d_11,"(2, 0, 17, 24)",1
2047,conv2d_11,"(0, 1, 29, 2)",31
2048,conv2d_11,"(0, 2, 28, 30)",31
2049,conv2d_11,"(2, 2, 25, 0)",11
2050,conv2d_11,"(0, 2, 22, 8)",28
2051,conv2d_11,"(1, 0, 8, 15)",21
2052,conv2d_11,"(2, 0, 21, 12)",26
2053,conv2d_11,"(2, 0, 7, 13)",23
2054,conv2d_11,"(2, 1, 4, 24)",3
2055,conv2d_11,"(2, 0, 22, 25)",15
2056,conv2d_11,"(0, 2, 26, 3)",1
2057,conv2d_11,"(2, 1, 26, 25)",1
2058,conv2d_11,"(1, 0, 0, 12)",23
2059,conv2d_11,"(2, 0, 1, 20)",15
2060,conv2d_11,"(2, 1, 7, 9)",12
2061,conv2d_11,"(2, 2, 23, 10)",28
2062,conv2d_11,"(1, 0, 12, 12)",26
2063,conv2d_11,"(0, 0, 28, 7)",14
2064,conv2d_11,"(2, 2, 6, 12)",21
2065,conv2d_11,"(1, 2, 4, 29)",22
2066,conv2d_11,"(0, 1, 14, 31)",25
2067,conv2d_11,"(0, 0, 28, 12)",10
2068,conv2d_11,"(2, 1, 9, 31)",11
2069,conv2d_11,"(0, 2, 24, 21)",9
2070,conv2d_11,"(0, 2, 13, 21)",28
2071,conv2d_11,"(2, 2, 10, 19)",2
2072,conv2d_11,"(0, 2, 26, 7)",30
2073,conv2d_11,"(0, 2, 9, 17)",24
2074,conv2d_11,"(2, 2, 12, 0)",28
2075,conv2d_11,"(2, 1, 30, 9)",25
2076,conv2d_11,"(1, 0, 19, 30)",10
2077,conv2d_11,"(0, 1, 27, 0)",30
2078,conv2d_11,"(0, 2, 1, 7)",0
2079,conv2d_11,"(1, 1, 8, 19)",0
2080,conv2d_11,"(1, 1, 18, 16)",6
2081,conv2d_12,"(0, 0, 10, 6)",22
2082,conv2d_12,"(0, 2, 2, 12)",19
2083,conv2d_12,"(2, 2, 5, 8)",16
2084,conv2d_12,"(0, 2, 28, 5)",8
2085,conv2d_12,"(1, 0, 28, 4)",18
2086,conv2d_12,"(2, 1, 20, 27)",0
2087,conv2d_12,"(0, 2, 25, 7)",22
2088,conv2d_12,"(0, 1, 5, 1)",2
2089,conv2d_12,"(0, 0, 19, 6)",7
2090,conv2d_12,"(0, 0, 23, 17)",8
2091,conv2d_12,"(2, 1, 28, 8)",5
2092,conv2d_12,"(1, 1, 21, 20)",30
2093,conv2d_12,"(2, 0, 8, 1)",8
2094,conv2d_12,"(2, 2, 15, 6)",16
2095,conv2d_12,"(0, 1, 20, 7)",11
2096,conv2d_12,"(0, 1, 28, 25)",26
2097,conv2d_12,"(0, 0, 12, 20)",12
2098,conv2d_12,"(1, 1, 1, 13)",18
2099,conv2d_12,"(2, 2, 10, 7)",15
2100,conv2d_12,"(2, 1, 2, 16)",15
2101,conv2d_12,"(0, 0, 30, 8)",26
2102,conv2d_12,"(2, 2, 11, 17)",29
2103,conv2d_12,"(1, 2, 31, 18)",6
2104,conv2d_12,"(2, 2, 31, 31)",20
2105,conv2d_12,"(1, 2, 31, 2)",13
2106,conv2d_12,"(0, 2, 2, 5)",27
2107,conv2d_12,"(1, 1, 9, 26)",1
2108,conv2d_12,"(2, 2, 14, 1)",21
2109,conv2d_12,"(0, 0, 2, 10)",25
2110,conv2d_12,"(2, 1, 9, 21)",3
2111,conv2d_12,"(1, 2, 2, 3)",10
2112,conv2d_12,"(2, 0, 4, 21)",22
2113,conv2d_12,"(2, 1, 30, 25)",18
2114,conv2d_12,"(0, 2, 31, 15)",11
2115,conv2d_12,"(0, 2, 26, 31)",9
2116,conv2d_12,"(2, 2, 20, 11)",11
2117,conv2d_12,"(1, 1, 12, 31)",1
2118,conv2d_12,"(0, 2, 13, 9)",29
2119,conv2d_12,"(1, 0, 13, 29)",21
2120,conv2d_12,"(0, 2, 9, 10)",1
2121,conv2d_12,"(1, 2, 11, 28)",13
2122,conv2d_12,"(2, 1, 20, 12)",3
2123,conv2d_12,"(1, 0, 7, 21)",13
2124,conv2d_12,"(1, 1, 3, 25)",12
2125,conv2d_12,"(2, 1, 13, 19)",9
2126,conv2d_12,"(0, 0, 29, 11)",0
2127,conv2d_12,"(2, 0, 23, 2)",0
2128,conv2d_12,"(1, 0, 29, 8)",12
2129,conv2d_12,"(2, 1, 16, 24)",2
2130,conv2d_12,"(0, 2, 24, 19)",19
2131,conv2d_12,"(2, 1, 6, 9)",27
2132,conv2d_12,"(0, 0, 7, 20)",4
2133,conv2d_12,"(2, 2, 20, 12)",31
2134,conv2d_12,"(2, 2, 3, 15)",5
2135,conv2d_12,"(0, 0, 21, 1)",10
2136,conv2d_12,"(1, 0, 15, 10)",3
2137,conv2d_12,"(1, 2, 30, 9)",11
2138,conv2d_12,"(0, 2, 26, 30)",1
2139,conv2d_12,"(1, 1, 1, 25)",9
2140,conv2d_12,"(1, 0, 18, 2)",14
2141,conv2d_12,"(2, 0, 31, 30)",11
2142,conv2d_12,"(1, 0, 30, 18)",17
2143,conv2d_12,"(1, 1, 23, 17)",27
2144,conv2d_12,"(0, 0, 29, 15)",5
2145,conv2d_12,"(2, 0, 1, 24)",16
2146,conv2d_12,"(0, 0, 23, 0)",18
2147,conv2d_12,"(1, 1, 23, 6)",4
2148,conv2d_12,"(2, 2, 19, 23)",17
2149,conv2d_12,"(0, 1, 22, 7)",3
2150,conv2d_12,"(0, 0, 12, 9)",6
2151,conv2d_12,"(2, 0, 20, 21)",12
2152,conv2d_12,"(2, 1, 26, 24)",19
2153,conv2d_12,"(0, 2, 7, 10)",7
2154,conv2d_12,"(0, 0, 13, 9)",23
2155,conv2d_12,"(2, 2, 11, 20)",0
2156,conv2d_12,"(2, 2, 1, 11)",14
2157,conv2d_12,"(2, 2, 29, 5)",24
2158,conv2d_12,"(1, 0, 2, 8)",19
2159,conv2d_12,"(0, 0, 17, 1)",22
2160,conv2d_12,"(1, 0, 6, 11)",31
2161,conv2d_12,"(1, 2, 1, 4)",9
2162,conv2d_12,"(1, 1, 5, 16)",25
2163,conv2d_12,"(1, 0, 2, 29)",1
2164,conv2d_12,"(0, 2, 4, 8)",25
2165,conv2d_12,"(2, 1, 3, 13)",21
2166,conv2d_12,"(1, 1, 20, 24)",7
2167,conv2d_12,"(1, 0, 13, 9)",7
2168,conv2d_12,"(1, 2, 6, 23)",18
2169,conv2d_12,"(0, 1, 26, 11)",24
2170,conv2d_12,"(2, 0, 14, 23)",5
2171,conv2d_12,"(0, 2, 4, 4)",12
2172,conv2d_12,"(2, 1, 0, 18)",5
2173,conv2d_12,"(1, 2, 19, 1)",20
2174,conv2d_12,"(1, 2, 12, 7)",17
2175,conv2d_12,"(0, 2, 3, 21)",5
2176,conv2d_12,"(0, 1, 14, 21)",27
2177,conv2d_12,"(1, 2, 5, 31)",3
2178,conv2d_12,"(0, 1, 22, 25)",19
2179,conv2d_12,"(0, 0, 0, 14)",23
2180,conv2d_12,"(0, 0, 26, 17)",22
2181,conv2d_12,"(1, 1, 31, 0)",22
2182,conv2d_12,"(1, 2, 31, 6)",1
2183,conv2d_12,"(2, 2, 27, 7)",16
2184,conv2d_12,"(1, 2, 28, 7)",0
2185,conv2d_12,"(0, 1, 5, 24)",24
2186,conv2d_12,"(0, 0, 11, 29)",11
2187,conv2d_12,"(1, 2, 2, 29)",15
2188,conv2d_12,"(0, 2, 15, 22)",1
2189,conv2d_12,"(0, 0, 26, 20)",19
2190,conv2d_12,"(1, 1, 5, 15)",27
2191,conv2d_12,"(1, 2, 1, 13)",22
2192,conv2d_12,"(0, 2, 21, 5)",29
2193,conv2d_12,"(1, 0, 2, 7)",12
2194,conv2d_12,"(1, 0, 15, 16)",25
2195,conv2d_12,"(1, 0, 13, 10)",24
2196,conv2d_12,"(2, 0, 16, 11)",3
2197,conv2d_12,"(2, 0, 3, 5)",31
2198,conv2d_12,"(0, 0, 10, 12)",4
2199,conv2d_12,"(0, 2, 6, 19)",16
2200,conv2d_12,"(0, 0, 29, 0)",3
2201,conv2d_12,"(0, 2, 25, 9)",19
2202,conv2d_12,"(2, 2, 10, 6)",3
2203,conv2d_12,"(2, 0, 19, 2)",25
2204,conv2d_12,"(0, 2, 31, 27)",28
2205,conv2d_12,"(1, 1, 27, 10)",26
2206,conv2d_12,"(1, 1, 12, 12)",15
2207,conv2d_12,"(0, 1, 1, 13)",28
2208,conv2d_12,"(1, 2, 17, 18)",2
2209,conv2d_12,"(2, 2, 12, 15)",4
2210,conv2d_12,"(0, 2, 17, 10)",5
2211,conv2d_12,"(0, 0, 20, 23)",3
2212,conv2d_12,"(2, 0, 31, 29)",18
2213,conv2d_12,"(1, 2, 26, 29)",30
2214,conv2d_12,"(2, 1, 2, 15)",18
2215,conv2d_12,"(2, 2, 30, 1)",28
2216,conv2d_12,"(0, 0, 23, 12)",11
2217,conv2d_12,"(1, 1, 5, 1)",2
2218,conv2d_12,"(2, 2, 14, 24)",27
2219,conv2d_12,"(2, 2, 28, 5)",17
2220,conv2d_12,"(0, 0, 7, 24)",2
2221,conv2d_12,"(2, 0, 7, 25)",22
2222,conv2d_12,"(2, 1, 14, 6)",24
2223,conv2d_12,"(0, 1, 3, 14)",3
2224,conv2d_12,"(2, 1, 25, 21)",27
2225,conv2d_12,"(1, 2, 15, 13)",14
2226,conv2d_12,"(2, 0, 9, 16)",14
2227,conv2d_12,"(0, 0, 13, 3)",15
2228,conv2d_12,"(1, 1, 16, 14)",0
2229,conv2d_12,"(0, 1, 10, 11)",7
2230,conv2d_12,"(0, 1, 15, 24)",14
2231,conv2d_12,"(2, 2, 15, 18)",1
2232,conv2d_12,"(0, 1, 24, 2)",2
2233,conv2d_12,"(2, 1, 7, 26)",11
2234,conv2d_12,"(0, 0, 20, 1)",23
2235,conv2d_12,"(0, 2, 3, 19)",24
2236,conv2d_12,"(1, 2, 15, 20)",8
2237,conv2d_12,"(2, 0, 19, 1)",1
2238,conv2d_12,"(2, 1, 3, 23)",6
2239,conv2d_12,"(0, 0, 9, 13)",28
2240,conv2d_12,"(1, 0, 20, 3)",24
2241,conv2d_12,"(0, 2, 22, 5)",21
2242,conv2d_12,"(2, 1, 3, 25)",25
2243,conv2d_12,"(0, 1, 10, 6)",13
2244,conv2d_12,"(0, 2, 20, 1)",19
2245,conv2d_12,"(0, 1, 20, 9)",30
2246,conv2d_12,"(1, 0, 2, 3)",4
2247,conv2d_12,"(1, 2, 31, 30)",19
2248,conv2d_12,"(1, 2, 10, 4)",25
2249,conv2d_12,"(1, 0, 19, 25)",0
2250,conv2d_12,"(2, 0, 15, 23)",8
2251,conv2d_12,"(1, 2, 6, 16)",1
2252,conv2d_12,"(2, 0, 2, 31)",10
2253,conv2d_12,"(1, 0, 4, 24)",27
2254,conv2d_12,"(1, 0, 19, 2)",2
2255,conv2d_12,"(2, 1, 2, 31)",16
2256,conv2d_12,"(1, 2, 13, 1)",18
2257,conv2d_12,"(2, 1, 25, 25)",28
2258,conv2d_12,"(2, 0, 4, 1)",18
2259,conv2d_12,"(2, 2, 9, 25)",5
2260,conv2d_12,"(1, 1, 17, 31)",22
2261,conv2d_12,"(1, 0, 10, 1)",27
2262,conv2d_12,"(1, 0, 9, 15)",31
2263,conv2d_12,"(1, 1, 9, 21)",7
2264,conv2d_12,"(1, 0, 26, 13)",22
2265,conv2d_12,"(2, 2, 30, 19)",4
2266,conv2d_12,"(0, 2, 31, 4)",4
2267,conv2d_12,"(0, 0, 15, 19)",27
2268,conv2d_12,"(0, 2, 27, 3)",26
2269,conv2d_12,"(2, 0, 18, 19)",1
2270,conv2d_12,"(1, 2, 31, 16)",19
2271,conv2d_12,"(1, 1, 22, 4)",7
2272,conv2d_12,"(1, 1, 7, 19)",14
2273,conv2d_12,"(1, 2, 2, 5)",9
2274,conv2d_12,"(0, 0, 10, 4)",31
2275,conv2d_12,"(1, 0, 2, 19)",7
2276,conv2d_12,"(1, 0, 30, 3)",11
2277,conv2d_12,"(1, 0, 15, 22)",14
2278,conv2d_12,"(2, 2, 30, 22)",25
2279,conv2d_12,"(1, 0, 8, 19)",26
2280,conv2d_12,"(2, 0, 19, 10)",21
2281,conv2d_12,"(1, 0, 6, 28)",28
2282,conv2d_12,"(2, 0, 24, 6)",19
2283,conv2d_12,"(0, 0, 27, 28)",22
2284,conv2d_12,"(0, 1, 1, 25)",21
2285,conv2d_12,"(0, 2, 4, 10)",7
2286,conv2d_12,"(1, 0, 7, 28)",30
2287,conv2d_12,"(1, 0, 3, 28)",19
2288,conv2d_12,"(1, 2, 15, 30)",3
2289,conv2d_12,"(1, 2, 26, 19)",22
2290,conv2d_12,"(2, 1, 14, 27)",5
2291,conv2d_12,"(1, 0, 31, 30)",6
2292,conv2d_12,"(0, 0, 9, 29)",3
2293,conv2d_12,"(0, 0, 8, 18)",3
2294,conv2d_12,"(1, 2, 17, 0)",30
2295,conv2d_12,"(0, 1, 4, 6)",23
2296,conv2d_12,"(0, 2, 8, 21)",22
2297,conv2d_12,"(0, 0, 16, 21)",30
2298,conv2d_12,"(0, 0, 18, 13)",10
2299,conv2d_12,"(1, 1, 11, 15)",27
2300,conv2d_12,"(1, 1, 31, 2)",11
2301,conv2d_12,"(1, 0, 22, 23)",25
2302,conv2d_12,"(1, 1, 3, 3)",14
2303,conv2d_12,"(1, 0, 31, 27)",6
2304,conv2d_12,"(2, 1, 9, 15)",9
2305,conv2d_12,"(1, 2, 1, 18)",15
2306,conv2d_12,"(1, 0, 22, 14)",16
2307,conv2d_12,"(2, 2, 23, 22)",9
2308,conv2d_12,"(1, 2, 5, 21)",9
2309,conv2d_12,"(1, 0, 14, 13)",17
2310,conv2d_12,"(0, 0, 22, 10)",21
2311,conv2d_12,"(2, 0, 21, 1)",19
2312,conv2d_12,"(0, 2, 30, 31)",8
2313,conv2d_12,"(2, 0, 24, 0)",1
2314,conv2d_12,"(1, 2, 3, 6)",27
2315,conv2d_12,"(1, 0, 11, 5)",10
2316,conv2d_12,"(2, 1, 20, 22)",1
2317,conv2d_12,"(0, 1, 18, 0)",15
2318,conv2d_12,"(1, 0, 18, 12)",13
2319,conv2d_12,"(0, 0, 26, 0)",19
2320,conv2d_12,"(0, 0, 21, 6)",8
2321,conv2d_12,"(1, 1, 7, 30)",10
2322,conv2d_12,"(1, 1, 7, 0)",3
2323,conv2d_12,"(0, 1, 25, 5)",12
2324,conv2d_12,"(1, 1, 12, 26)",28
2325,conv2d_12,"(2, 2, 12, 17)",23
2326,conv2d_12,"(1, 2, 28, 28)",30
2327,conv2d_12,"(0, 1, 4, 3)",23
2328,conv2d_12,"(0, 0, 1, 16)",11
2329,conv2d_12,"(1, 1, 9, 3)",23
2330,conv2d_12,"(2, 0, 1, 28)",10
2331,conv2d_12,"(1, 1, 18, 24)",23
2332,conv2d_12,"(1, 2, 23, 11)",31
2333,conv2d_12,"(2, 0, 17, 25)",5
2334,conv2d_12,"(1, 1, 5, 8)",19
2335,conv2d_12,"(0, 2, 30, 12)",16
2336,conv2d_12,"(1, 1, 12, 29)",10
2337,conv2d_12,"(2, 2, 7, 20)",23
2338,conv2d_12,"(2, 2, 1, 16)",12
2339,conv2d_12,"(2, 0, 3, 25)",31
2340,conv2d_12,"(1, 0, 24, 8)",1
2341,conv2d_12,"(0, 1, 9, 7)",24
2342,conv2d_12,"(2, 2, 8, 1)",9
2343,conv2d_12,"(0, 0, 19, 8)",24
2344,conv2d_12,"(1, 2, 27, 31)",20
2345,conv2d_12,"(2, 1, 18, 23)",1
2346,conv2d_12,"(1, 1, 6, 24)",27
2347,conv2d_12,"(1, 1, 11, 18)",20
2348,conv2d_12,"(2, 0, 24, 25)",26
2349,conv2d_12,"(0, 0, 14, 15)",28
2350,conv2d_12,"(1, 0, 18, 23)",10
2351,conv2d_12,"(1, 0, 27, 11)",22
2352,conv2d_12,"(1, 2, 15, 14)",1
2353,conv2d_12,"(2, 2, 29, 24)",9
2354,conv2d_12,"(0, 1, 0, 2)",7
2355,conv2d_12,"(0, 1, 11, 7)",23
2356,conv2d_12,"(2, 1, 27, 8)",26
2357,conv2d_12,"(2, 2, 16, 4)",17
2358,conv2d_12,"(1, 2, 18, 28)",9
2359,conv2d_12,"(0, 1, 5, 22)",25
2360,conv2d_12,"(0, 0, 26, 13)",23
2361,conv2d_12,"(0, 1, 7, 0)",14
2362,conv2d_12,"(0, 2, 29, 14)",0
2363,conv2d_12,"(2, 1, 29, 17)",7
2364,conv2d_12,"(1, 2, 11, 1)",28
2365,conv2d_12,"(2, 0, 2, 17)",15
2366,conv2d_12,"(0, 1, 22, 4)",23
2367,conv2d_12,"(1, 0, 25, 22)",10
2368,conv2d_12,"(1, 2, 18, 12)",12
2369,conv2d_12,"(2, 1, 18, 11)",8
2370,conv2d_12,"(2, 2, 8, 30)",14
2371,conv2d_12,"(2, 1, 12, 3)",25
2372,conv2d_12,"(2, 0, 7, 12)",24
2373,conv2d_12,"(2, 2, 22, 21)",10
2374,conv2d_12,"(1, 1, 5, 31)",8
2375,conv2d_12,"(0, 2, 31, 5)",22
2376,conv2d_12,"(1, 0, 1, 12)",19
2377,conv2d_12,"(1, 2, 14, 19)",20
2378,conv2d_12,"(0, 2, 18, 29)",29
2379,conv2d_12,"(1, 1, 25, 2)",11
2380,conv2d_12,"(1, 2, 10, 30)",19
2381,conv2d_12,"(2, 0, 14, 24)",20
2382,conv2d_12,"(2, 0, 11, 22)",30
2383,conv2d_12,"(0, 2, 4, 25)",0
2384,conv2d_12,"(0, 1, 3, 23)",17
2385,conv2d_12,"(2, 0, 10, 27)",6
2386,conv2d_12,"(1, 1, 2, 31)",15
2387,conv2d_12,"(2, 2, 20, 2)",5
2388,conv2d_12,"(0, 2, 9, 0)",25
2389,conv2d_12,"(1, 0, 30, 17)",30
2390,conv2d_12,"(0, 2, 4, 3)",22
2391,conv2d_12,"(1, 0, 19, 1)",24
2392,conv2d_12,"(2, 2, 7, 26)",9
2393,conv2d_12,"(1, 2, 23, 9)",8
2394,conv2d_12,"(2, 1, 22, 1)",11
2395,conv2d_12,"(2, 1, 1, 10)",13
2396,conv2d_12,"(0, 2, 29, 18)",27
2397,conv2d_12,"(1, 1, 23, 1)",25
2398,conv2d_12,"(0, 0, 4, 28)",15
2399,conv2d_12,"(0, 1, 21, 29)",24
2400,conv2d_12,"(0, 1, 25, 25)",24
2401,conv2d_12,"(2, 0, 30, 20)",9
2402,conv2d_12,"(2, 2, 28, 18)",10
2403,conv2d_12,"(1, 0, 26, 10)",25
2404,conv2d_12,"(0, 0, 17, 20)",11
2405,conv2d_12,"(1, 1, 31, 11)",2
2406,conv2d_12,"(2, 1, 29, 1)",20
2407,conv2d_12,"(2, 1, 7, 28)",31
2408,conv2d_12,"(2, 0, 29, 3)",2
2409,conv2d_12,"(1, 0, 6, 3)",23
2410,conv2d_12,"(1, 0, 6, 5)",23
2411,conv2d_12,"(2, 2, 13, 18)",25
2412,conv2d_12,"(0, 1, 30, 4)",8
2413,conv2d_12,"(2, 0, 1, 22)",12
2414,conv2d_12,"(2, 2, 18, 25)",19
2415,conv2d_12,"(2, 1, 20, 16)",23
2416,conv2d_12,"(0, 0, 5, 4)",8
2417,conv2d_12,"(0, 2, 6, 4)",6
2418,conv2d_12,"(1, 1, 0, 17)",26
2419,conv2d_12,"(1, 1, 6, 16)",13
2420,conv2d_12,"(0, 2, 24, 27)",6
2421,conv2d_12,"(0, 0, 4, 16)",3
2422,conv2d_12,"(1, 0, 22, 25)",7
2423,conv2d_12,"(0, 1, 13, 25)",10
2424,conv2d_12,"(1, 2, 13, 20)",28
2425,conv2d_13,"(1, 1, 8, 43)",30
2426,conv2d_13,"(0, 2, 16, 34)",6
2427,conv2d_13,"(1, 2, 1, 1)",21
2428,conv2d_13,"(0, 1, 7, 49)",0
2429,conv2d_13,"(2, 0, 14, 7)",27
2430,conv2d_13,"(0, 2, 26, 25)",21
2431,conv2d_13,"(0, 0, 16, 22)",13
2432,conv2d_13,"(2, 2, 29, 17)",1
2433,conv2d_13,"(0, 2, 15, 43)",29
2434,conv2d_13,"(0, 0, 22, 27)",28
2435,conv2d_13,"(1, 1, 11, 6)",3
2436,conv2d_13,"(2, 2, 1, 49)",25
2437,conv2d_13,"(0, 2, 14, 44)",2
2438,conv2d_13,"(2, 2, 1, 10)",25
2439,conv2d_13,"(2, 2, 10, 19)",13
2440,conv2d_13,"(2, 1, 4, 2)",25
2441,conv2d_13,"(2, 1, 8, 9)",25
2442,conv2d_13,"(1, 2, 17, 30)",28
2443,conv2d_13,"(2, 1, 6, 18)",6
2444,conv2d_13,"(2, 2, 13, 38)",31
2445,conv2d_13,"(0, 2, 21, 7)",25
2446,conv2d_13,"(0, 1, 16, 59)",22
2447,conv2d_13,"(0, 1, 30, 35)",31
2448,conv2d_13,"(2, 0, 6, 35)",27
2449,conv2d_13,"(1, 1, 30, 49)",20
2450,conv2d_13,"(1, 2, 14, 11)",24
2451,conv2d_13,"(0, 1, 22, 36)",9
2452,conv2d_13,"(2, 2, 13, 37)",29
2453,conv2d_13,"(2, 0, 4, 7)",12
2454,conv2d_13,"(0, 1, 20, 17)",20
2455,conv2d_13,"(0, 0, 28, 1)",3
2456,conv2d_13,"(1, 1, 4, 2)",0
2457,conv2d_13,"(1, 1, 15, 53)",11
2458,conv2d_13,"(1, 0, 28, 36)",3
2459,conv2d_13,"(1, 1, 28, 33)",21
2460,conv2d_13,"(2, 2, 21, 55)",17
2461,conv2d_13,"(2, 2, 13, 33)",23
2462,conv2d_13,"(0, 1, 6, 47)",0
